Mesh_X,Mesh_Y,Mesh_X_Index,Mesh_Y_Index,Pair_Index,Run_Index,Foot_X,Foot_Y,Kp,Kd,Start_Amp_Mult,Start_Freq_Mult,Amplitude_Deg,Frequency_Hz,Fell,Distance_Traversed,CoT
0.7332,0.8424,2,0,23,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.4887,1.6262
0.7332,0.8424,2,0,23,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,False,0.2922,5.2452
0.7332,0.8424,2,0,23,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7898,0.1531
0.7332,0.8424,2,0,23,1,0.0182,-0.014,30.86,9.9,1.562,1.198,25.67,0.45,False,0.0796,4.1596
0.7332,0.8424,2,0,23,1,0.001,-0.0012,22.08,4.98,1.009,0.729,34.87,0.776,False,0.0431,7.2124
0.7332,0.8424,2,0,23,1,-0.0523,-0.0173,20.73,14.51,1.311,1.214,23.38,0.62,False,0.2119,4.5609
0.7332,0.8424,2,0,23,1,0.0137,0.0084,38.4,14.88,1.662,1.064,39.98,0.745,False,0.231,2.6182
0.7332,0.8424,2,0,23,1,0.0035,-0.0045,39.5,5.05,1.299,0.907,20.71,0.403,False,0.0622,6.372
0.7332,0.86112,2,1,24,1,-0.0405,-0.0081,42.97,6.43,1.408,1.078,36.09,0.494,True,0.6666,0.731
0.7332,0.86112,2,1,24,1,-0.0508,-0.0196,23.79,11.48,1.619,0.975,33.75,0.669,True,0.8385,1.6593
0.7332,0.86112,2,1,24,1,-0.0277,0.0012,29.11,8.26,1.034,1.169,29.45,0.635,False,0.2215,3.702
0.7332,0.86112,2,1,24,1,-0.0416,-0.0122,38.17,6.86,1.175,1.237,31.69,0.458,True,0.3094,1.0469
0.7332,0.86112,2,1,24,1,-0.0168,-0.0061,27.19,6.19,1.159,0.988,26.35,0.66,False,0.0111,34.5533
0.7332,0.86112,2,1,24,1,0.0082,-0.0168,43.47,7.88,0.954,0.763,24.2,0.509,False,0.1218,3.2479
0.7332,0.86112,2,1,24,1,-0.0637,-0.0058,44.88,13.84,1.343,1.358,27.87,0.524,False,0.8603,2.0178
0.7332,0.86112,2,1,24,1,-0.0292,0.0093,30.36,9.17,1.448,0.869,28.57,0.567,True,0.7373,0.1645
0.7332,0.86112,2,1,24,1,-0.0013,0.001,42.04,10.39,1.26,0.83,32.96,0.594,False,0.128,6.3829
0.7332,0.86112,2,1,24,1,-0.0551,-0.0033,40.64,2.5,0.915,1.265,31.29,0.418,True,0.2904,0.8608
0.7332,0.86112,2,1,24,1,-0.0072,0.008,32.99,5.61,0.809,1.133,22.79,0.585,False,0.0885,3.2868
0.7332,0.86112,2,1,24,1,0.0228,-0.0094,26.25,4.1,1.723,1.152,29.23,0.608,False,0.0676,2.5284
0.7332,0.86112,2,1,24,1,-0.0224,0.0021,21.59,10.94,1.491,0.701,39.25,0.711,False,0.3072,3.5221
0.7332,0.86112,2,1,24,1,-0.0139,-0.0001,25.24,12.5,0.985,0.859,38.37,0.641,False,0.0967,10.7415
0.7332,0.86112,2,1,24,1,-0.0062,-0.0108,33.68,12.27,1.519,1.012,35.88,0.537,False,0.0849,10.7515
0.7332,0.86112,2,1,24,1,-0.0238,-0.018,34.46,3.05,1.756,1.117,30.61,0.687,True,0.1339,3.7733
0.7332,0.86112,2,1,24,1,-0.0698,-0.0116,37.01,4.56,1.58,0.933,22.55,0.555,True,0.7112,0.6305
0.7332,0.86112,2,1,24,1,0.0216,-0.0075,32.1,13.28,1.669,0.803,24.81,0.727,False,0.0981,4.4031
0.7332,0.86112,2,1,24,1,-0.0115,0.0036,36.44,2.23,0.839,1.379,37.11,0.8,False,0.034,18.8452
0.7332,0.86112,2,1,24,1,-0.0626,-0.0153,41.2,7.57,0.876,0.939,37.93,0.431,True,0.6227,0.6474
0.7332,0.86112,2,1,24,1,0.0122,-0.0136,35.07,8.89,1.772,1.031,21.85,0.768,False,0.1886,1.4315
0.7332,0.86112,2,1,24,1,-0.0463,-0.0023,24.21,3.6,1.228,1.352,20.47,0.748,False,0.0429,5.773
0.7332,0.86112,2,1,24,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.3247,2.0636
0.7332,0.86112,2,1,24,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,False,0.2169,6.4556
0.7332,0.86112,2,1,24,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7371,0.1505
0.7332,0.86112,2,1,24,1,0.0182,-0.014,30.86,9.9,1.562,1.198,25.67,0.45,False,0.0852,3.352
0.7332,0.86112,2,1,24,1,0.001,-0.0012,22.08,4.98,1.009,0.729,34.87,0.776,False,0.0371,7.8986
0.7332,0.86112,2,1,24,1,-0.0523,-0.0173,20.73,14.51,1.311,1.214,23.38,0.62,False,0.3962,2.4848
0.7332,0.86112,2,1,24,1,0.0137,0.0084,38.4,14.88,1.662,1.064,39.98,0.745,True,0.7177,1.3639
0.7332,0.86112,2,1,24,1,0.0035,-0.0045,39.5,5.05,1.299,0.907,20.71,0.403,False,0.1091,3.0675
0.7332,0.87984,2,2,25,1,-0.0405,-0.0081,42.97,6.43,1.408,1.078,36.09,0.494,True,0.4499,0.4736
0.7332,0.87984,2,2,25,1,-0.0508,-0.0196,23.79,11.48,1.619,0.975,33.75,0.669,True,0.6076,0.3284
0.7332,0.87984,2,2,25,1,-0.0277,0.0012,29.11,8.26,1.034,1.169,29.45,0.635,False,0.1659,4.9041
0.7332,0.87984,2,2,25,1,-0.0416,-0.0122,38.17,6.86,1.175,1.237,31.69,0.458,True,0.7009,0.5089
0.7332,0.87984,2,2,25,1,-0.0168,-0.0061,27.19,6.19,1.159,0.988,26.35,0.66,False,0.1705,2.1235
0.7332,0.87984,2,2,25,1,0.0082,-0.0168,43.47,7.88,0.954,0.763,24.2,0.509,False,0.1378,2.9501
0.7332,0.87984,2,2,25,1,-0.0637,-0.0058,44.88,13.84,1.343,1.358,27.87,0.524,False,0.6633,2.6525
0.7332,0.87984,2,2,25,1,-0.0292,0.0093,30.36,9.17,1.448,0.869,28.57,0.567,True,0.8298,0.2117
0.7332,0.87984,2,2,25,1,-0.0013,0.001,42.04,10.39,1.26,0.83,32.96,0.594,False,0.2479,3.2105
0.7332,0.87984,2,2,25,1,-0.0551,-0.0033,40.64,2.5,0.915,1.265,31.29,0.418,True,0.7369,1.0082
0.7332,0.87984,2,2,25,1,-0.0072,0.008,32.99,5.61,0.809,1.133,22.79,0.585,False,0.1606,1.6266
0.7332,0.87984,2,2,25,1,0.0228,-0.0094,26.25,4.1,1.723,1.152,29.23,0.608,False,0.1812,1.0156
0.7332,0.87984,2,2,25,1,-0.0224,0.0021,21.59,10.94,1.491,0.701,39.25,0.711,True,0.7036,0.3
0.7332,0.87984,2,2,25,1,-0.0139,-0.0001,25.24,12.5,0.985,0.859,38.37,0.641,False,0.2926,2.8287
0.7332,0.87984,2,2,25,1,-0.0062,-0.0108,33.68,12.27,1.519,1.012,35.88,0.537,True,0.7244,1.1562
0.7332,0.87984,2,2,25,1,-0.0238,-0.018,34.46,3.05,1.756,1.117,30.61,0.687,False,0.1586,3.9357
0.7332,0.87984,2,2,25,1,-0.0698,-0.0116,37.01,4.56,1.58,0.933,22.55,0.555,False,0.23,4.0016
0.7332,0.87984,2,2,25,1,0.0216,-0.0075,32.1,13.28,1.669,0.803,24.81,0.727,False,0.0739,5.2282
0.7332,0.87984,2,2,25,1,-0.0115,0.0036,36.44,2.23,0.839,1.379,37.11,0.8,False,0.1171,5.8179
0.7332,0.87984,2,2,25,1,-0.0626,-0.0153,41.2,7.57,0.876,0.939,37.93,0.431,True,0.8766,0.3024
0.7332,0.87984,2,2,25,1,0.0122,-0.0136,35.07,8.89,1.772,1.031,21.85,0.768,False,0.0984,2.6316
0.7332,0.87984,2,2,25,1,-0.0463,-0.0023,24.21,3.6,1.228,1.352,20.47,0.748,False,0.1273,1.7688
0.7332,0.87984,2,2,25,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.3139,2.0379
0.7332,0.87984,2,2,25,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,False,0.0338,40.0595
0.7332,0.87984,2,2,25,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7591,0.1619
0.7332,0.87984,2,2,25,1,0.0182,-0.014,30.86,9.9,1.562,1.198,25.67,0.45,False,0.1489,1.9555
0.7332,0.87984,2,2,25,1,0.001,-0.0012,22.08,4.98,1.009,0.729,34.87,0.776,False,0.1501,1.9011
0.7332,0.87984,2,2,25,1,-0.0523,-0.0173,20.73,14.51,1.311,1.214,23.38,0.62,False,0.2894,3.3322
0.7332,0.87984,2,2,25,1,0.0137,0.0084,38.4,14.88,1.662,1.064,39.98,0.745,True,0.528,1.6353
0.7332,0.87984,2,2,25,1,0.0035,-0.0045,39.5,5.05,1.299,0.907,20.71,0.403,False,0.2184,1.2486
0.7332,0.89856,2,3,26,1,-0.0405,-0.0081,42.97,6.43,1.408,1.078,36.09,0.494,True,0.219,1.0352
0.7332,0.89856,2,3,26,1,-0.0508,-0.0196,23.79,11.48,1.619,0.975,33.75,0.669,True,0.5689,0.3817
0.7332,0.89856,2,3,26,1,-0.0277,0.0012,29.11,8.26,1.034,1.169,29.45,0.635,False,0.1546,5.0084
0.7332,0.89856,2,3,26,1,-0.0416,-0.0122,38.17,6.86,1.175,1.237,31.69,0.458,False,0.7405,2.027
0.7332,0.89856,2,3,26,1,-0.0168,-0.0061,27.19,6.19,1.159,0.988,26.35,0.66,False,0.0589,6.913
0.7332,0.89856,2,3,26,1,0.0082,-0.0168,43.47,7.88,0.954,0.763,24.2,0.509,False,0.0908,4.9329
0.7332,0.89856,2,3,26,1,-0.0637,-0.0058,44.88,13.84,1.343,1.358,27.87,0.524,False,0.6605,2.7726
0.7332,0.89856,2,3,26,1,-0.0292,0.0093,30.36,9.17,1.448,0.869,28.57,0.567,True,0.7472,0.142
0.7332,0.89856,2,3,26,1,-0.0013,0.001,42.04,10.39,1.26,0.83,32.96,0.594,False,0.1382,5.8627
0.7332,0.89856,2,3,26,1,-0.0551,-0.0033,40.64,2.5,0.915,1.265,31.29,0.418,True,0.9612,0.4497
0.7332,0.89856,2,3,26,1,-0.0072,0.008,32.99,5.61,0.809,1.133,22.79,0.585,False,0.1947,1.4313
0.7332,0.89856,2,3,26,1,0.0228,-0.0094,26.25,4.1,1.723,1.152,29.23,0.608,False,0.0276,6.5851
0.7332,0.89856,2,3,26,1,-0.0224,0.0021,21.59,10.94,1.491,0.701,39.25,0.711,False,0.1446,7.6019
0.7332,0.89856,2,3,26,1,-0.0139,-0.0001,25.24,12.5,0.985,0.859,38.37,0.641,False,0.3424,2.0817
0.7332,0.89856,2,3,26,1,-0.0062,-0.0108,33.68,12.27,1.519,1.012,35.88,0.537,False,0.1982,5.1612
0.7332,0.89856,2,3,26,1,-0.0238,-0.018,34.46,3.05,1.756,1.117,30.61,0.687,True,1.4695,0.5594
0.7332,0.89856,2,3,26,1,-0.0698,-0.0116,37.01,4.56,1.58,0.933,22.55,0.555,False,0.3035,2.8885
0.7332,0.89856,2,3,26,1,0.0216,-0.0075,32.1,13.28,1.669,0.803,24.81,0.727,False,0.2592,1.7708
0.7332,0.89856,2,3,26,1,-0.0115,0.0036,36.44,2.23,0.839,1.379,37.11,0.8,False,0.0357,18.8595
0.7332,0.89856,2,3,26,1,-0.0626,-0.0153,41.2,7.57,0.876,0.939,37.93,0.431,True,0.2487,1.0137
0.7332,0.89856,2,3,26,1,0.0122,-0.0136,35.07,8.89,1.772,1.031,21.85,0.768,False,0.0849,3.3868
0.7332,0.89856,2,3,26,1,-0.0463,-0.0023,24.21,3.6,1.228,1.352,20.47,0.748,False,0.0607,3.7999
0.7332,0.89856,2,3,26,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.2657,2.4955
0.7332,0.89856,2,3,26,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,True,0.7712,1.6703
0.7332,0.89856,2,3,26,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7292,0.1691
0.7332,0.89856,2,3,26,1,0.0182,-0.014,30.86,9.9,1.562,1.198,25.67,0.45,False,0.2104,1.285
0.7332,0.89856,2,3,26,1,0.001,-0.0012,22.08,4.98,1.009,0.729,34.87,0.776,False,0.0308,9.7209
0.7332,0.89856,2,3,26,1,-0.0523,-0.0173,20.73,14.51,1.311,1.214,23.38,0.62,False,0.2502,3.7687
0.7332,0.89856,2,3,26,1,0.0137,0.0084,38.4,14.88,1.662,1.064,39.98,0.745,True,1.3534,0.677
0.7332,0.89856,2,3,26,1,0.0035,-0.0045,39.5,5.05,1.299,0.907,20.71,0.403,False,0.0946,3.6014
0.7332,0.91728,2,4,27,1,-0.0405,-0.0081,42.97,6.43,1.408,1.078,36.09,0.494,True,0.5228,0.4624
0.7332,0.91728,2,4,27,1,-0.0508,-0.0196,23.79,11.48,1.619,0.975,33.75,0.669,True,0.4592,0.3459
0.7332,0.91728,2,4,27,1,-0.0277,0.0012,29.11,8.26,1.034,1.169,29.45,0.635,False,0.1856,5.1475
0.7332,0.91728,2,4,27,1,-0.0416,-0.0122,38.17,6.86,1.175,1.237,31.69,0.458,False,0.7953,1.9116
0.7332,0.91728,2,4,27,1,-0.0168,-0.0061,27.19,6.19,1.159,0.988,26.35,0.66,False,0.081,5.3118
0.7332,0.91728,2,4,27,1,0.0082,-0.0168,43.47,7.88,0.954,0.763,24.2,0.509,False,0.1687,3.0769
0.7332,0.91728,2,4,27,1,-0.0637,-0.0058,44.88,13.84,1.343,1.358,27.87,0.524,False,0.8117,2.4039
0.7332,0.91728,2,4,27,1,-0.0292,0.0093,30.36,9.17,1.448,0.869,28.57,0.567,True,0.7293,0.1646
0.7332,0.91728,2,4,27,1,-0.0013,0.001,42.04,10.39,1.26,0.83,32.96,0.594,False,0.1417,6.085
0.7332,0.91728,2,4,27,1,-0.0551,-0.0033,40.64,2.5,0.915,1.265,31.29,0.418,True,0.6757,0.6217
0.7332,0.91728,2,4,27,1,-0.0072,0.008,32.99,5.61,0.809,1.133,22.79,0.585,False,0.1584,2.057
0.7332,0.91728,2,4,27,1,0.0228,-0.0094,26.25,4.1,1.723,1.152,29.23,0.608,False,0.0849,2.0903
0.7332,0.91728,2,4,27,1,-0.0224,0.0021,21.59,10.94,1.491,0.701,39.25,0.711,True,0.7106,0.3627
0.7332,0.91728,2,4,27,1,-0.0139,-0.0001,25.24,12.5,0.985,0.859,38.37,0.641,False,0.1416,7.8068
0.7332,0.91728,2,4,27,1,-0.0062,-0.0108,33.68,12.27,1.519,1.012,35.88,0.537,False,0.3555,3.0422
0.7332,0.91728,2,4,27,1,-0.0238,-0.018,34.46,3.05,1.756,1.117,30.61,0.687,False,0.0602,12.1674
0.7332,0.91728,2,4,27,1,-0.0698,-0.0116,37.01,4.56,1.58,0.933,22.55,0.555,False,0.3469,3.2695
0.7332,0.91728,2,4,27,1,0.0216,-0.0075,32.1,13.28,1.669,0.803,24.81,0.727,False,0.3167,1.33
0.7332,0.91728,2,4,27,1,-0.0115,0.0036,36.44,2.23,0.839,1.379,37.11,0.8,False,0.0638,10.8424
0.7332,0.91728,2,4,27,1,-0.0626,-0.0153,41.2,7.57,0.876,0.939,37.93,0.431,True,0.0641,6.8725
0.7332,0.91728,2,4,27,1,0.0122,-0.0136,35.07,8.89,1.772,1.031,21.85,0.768,False,0.0593,4.725
0.7332,0.91728,2,4,27,1,-0.0463,-0.0023,24.21,3.6,1.228,1.352,20.47,0.748,False,0.0742,3.837
0.7332,0.91728,2,4,27,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.4678,1.7124
0.7332,0.91728,2,4,27,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,False,0.3469,4.3199
0.7332,0.91728,2,4,27,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7816,0.1592
0.7332,0.91728,2,4,27,1,0.0182,-0.014,30.86,9.9,1.562,1.198,25.67,0.45,False,0.095,3.2842
0.7332,0.91728,2,4,27,1,0.001,-0.0012,22.08,4.98,1.009,0.729,34.87,0.776,False,0.1473,2.0823
0.7332,0.91728,2,4,27,1,-0.0523,-0.0173,20.73,14.51,1.311,1.214,23.38,0.62,False,0.1541,7.0255
0.7332,0.91728,2,4,27,1,0.0137,0.0084,38.4,14.88,1.662,1.064,39.98,0.745,False,0.3387,1.8915
0.7332,0.91728,2,4,27,1,0.0035,-0.0045,39.5,5.05,1.299,0.907,20.71,0.403,False,0.0851,4.7741
0.7332,0.936,2,5,28,1,-0.0405,-0.0081,42.97,6.43,1.408,1.078,36.09,0.494,True,0.2121,1.0541
0.7332,0.936,2,5,28,1,-0.0508,-0.0196,23.79,11.48,1.619,0.975,33.75,0.669,True,0.696,1.6791
0.7332,0.936,2,5,28,1,-0.0277,0.0012,29.11,8.26,1.034,1.169,29.45,0.635,False,0.1984,4.3161
0.7332,0.936,2,5,28,1,-0.0416,-0.0122,38.17,6.86,1.175,1.237,31.69,0.458,False,0.8252,1.9389
0.7332,0.936,2,5,28,1,-0.0168,-0.0061,27.19,6.19,1.159,0.988,26.35,0.66,False,0.13,3.1916
0.7332,0.936,2,5,28,1,0.0082,-0.0168,43.47,7.88,0.954,0.763,24.2,0.509,False,0.0269,16.857
0.7332,0.936,2,5,28,1,-0.0637,-0.0058,44.88,13.84,1.343,1.358,27.87,0.524,False,0.8136,2.423
0.7332,0.936,2,5,28,1,-0.0292,0.0093,30.36,9.17,1.448,0.869,28.57,0.567,True,0.7476,0.2468
0.7332,0.936,2,5,28,1,-0.0013,0.001,42.04,10.39,1.26,0.83,32.96,0.594,False,0.2831,2.954
0.7332,0.936,2,5,28,1,-0.0551,-0.0033,40.64,2.5,0.915,1.265,31.29,0.418,True,1.5254,0.2853
0.7332,0.936,2,5,28,1,-0.0072,0.008,32.99,5.61,0.809,1.133,22.79,0.585,False,0.1521,1.824
0.7332,0.936,2,5,28,1,0.0228,-0.0094,26.25,4.1,1.723,1.152,29.23,0.608,False,0.1968,0.9982
0.7332,0.936,2,5,28,1,-0.0224,0.0021,21.59,10.94,1.491,0.701,39.25,0.711,False,0.4497,2.6506
0.7332,0.936,2,5,28,1,-0.0139,-0.0001,25.24,12.5,0.985,0.859,38.37,0.641,False,0.2022,5.6167
0.7332,0.936,2,5,28,1,-0.0062,-0.0108,33.68,12.27,1.519,1.012,35.88,0.537,False,0.214,4.8036
0.7332,0.936,2,5,28,1,-0.0238,-0.018,34.46,3.05,1.756,1.117,30.61,0.687,False,0.2139,3.3195
0.7332,0.936,2,5,28,1,-0.0698,-0.0116,37.01,4.56,1.58,0.933,22.55,0.555,False,0.3691,2.567
0.7332,0.936,2,5,28,1,0.0216,-0.0075,32.1,13.28,1.669,0.803,24.81,0.727,False,0.2263,1.8462
0.7332,0.936,2,5,28,1,-0.0115,0.0036,36.44,2.23,0.839,1.379,37.11,0.8,False,0.0153,45.4924
0.7332,0.936,2,5,28,1,-0.0626,-0.0153,41.2,7.57,0.876,0.939,37.93,0.431,True,1.0344,0.3421
0.7332,0.936,2,5,28,1,0.0122,-0.0136,35.07,8.89,1.772,1.031,21.85,0.768,False,0.1115,2.488
0.7332,0.936,2,5,28,1,-0.0463,-0.0023,24.21,3.6,1.228,1.352,20.47,0.748,False,0.0401,7.1137
0.7332,0.936,2,5,28,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.408,1.8578
0.7332,0.936,2,5,28,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,False,0.2322,6.3572
0.7332,0.936,2,5,28,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7714,0.1601
0.7332,0.936,2,5,28,1,0.0182,-0.014,30.86,9.9,1.562,1.198,25.67,0.45,False,0.1642,1.9607
0.7332,0.936,2,5,28,1,0.001,-0.0012,22.08,4.98,1.009,0.729,34.87,0.776,False,0.264,1.1678
0.7332,0.936,2,5,28,1,-0.0523,-0.0173,20.73,14.51,1.311,1.214,23.38,0.62,False,0.2125,5.2541
0.7332,0.936,2,5,28,1,0.0137,0.0084,38.4,14.88,1.662,1.064,39.98,0.745,True,1.511,0.5983
0.7332,0.936,2,5,28,1,0.0035,-0.0045,39.5,5.05,1.299,0.907,20.71,0.403,False,0.1483,2.3396
0.7332,0.95472,2,6,29,1,-0.0405,-0.0081,42.97,6.43,1.408,1.078,36.09,0.494,True,0.5038,0.4736
0.7332,0.95472,2,6,29,1,-0.0508,-0.0196,23.79,11.48,1.619,0.975,33.75,0.669,True,0.4133,0.3739
0.7332,0.95472,2,6,29,1,-0.0277,0.0012,29.11,8.26,1.034,1.169,29.45,0.635,False,0.024,34.1675
0.7332,0.95472,2,6,29,1,-0.0416,-0.0122,38.17,6.86,1.175,1.237,31.69,0.458,False,0.4184,3.2749
0.7332,0.95472,2,6,29,1,-0.0168,-0.0061,27.19,6.19,1.159,0.988,26.35,0.66,False,0.1766,2.2426
0.7332,0.95472,2,6,29,1,0.0082,-0.0168,43.47,7.88,0.954,0.763,24.2,0.509,False,0.0232,19.3363
0.7332,0.95472,2,6,29,1,-0.0637,-0.0058,44.88,13.84,1.343,1.358,27.87,0.524,False,0.7697,2.391
0.7332,0.95472,2,6,29,1,-0.0292,0.0093,30.36,9.17,1.448,0.869,28.57,0.567,True,0.8028,0.2079
0.7332,0.95472,2,6,29,1,-0.0013,0.001,42.04,10.39,1.26,0.83,32.96,0.594,False,0.2246,3.7065
0.7332,0.95472,2,6,29,1,-0.0551,-0.0033,40.64,2.5,0.915,1.265,31.29,0.418,True,0.5939,0.6171
0.7332,0.95472,2,6,29,1,-0.0072,0.008,32.99,5.61,0.809,1.133,22.79,0.585,False,0.1163,2.415
0.7332,0.95472,2,6,29,1,0.0228,-0.0094,26.25,4.1,1.723,1.152,29.23,0.608,False,0.0467,3.6526
0.7332,0.95472,2,6,29,1,-0.0224,0.0021,21.59,10.94,1.491,0.701,39.25,0.711,False,0.2147,4.4011
0.7332,0.95472,2,6,29,1,-0.0139,-0.0001,25.24,12.5,0.985,0.859,38.37,0.641,False,0.2909,3.3341
0.7332,0.95472,2,6,29,1,-0.0062,-0.0108,33.68,12.27,1.519,1.012,35.88,0.537,False,0.2216,4.2725
0.7332,0.95472,2,6,29,1,-0.0238,-0.018,34.46,3.05,1.756,1.117,30.61,0.687,False,0.1253,5.515
0.7332,0.95472,2,6,29,1,-0.0698,-0.0116,37.01,4.56,1.58,0.933,22.55,0.555,False,0.1656,6.0284
0.7332,0.95472,2,6,29,1,0.0216,-0.0075,32.1,13.28,1.669,0.803,24.81,0.727,False,0.1152,4.0355
0.7332,0.95472,2,6,29,1,-0.0115,0.0036,36.44,2.23,0.839,1.379,37.11,0.8,False,0.0111,63.532
0.7332,0.95472,2,6,29,1,-0.0626,-0.0153,41.2,7.57,0.876,0.939,37.93,0.431,True,0.3304,1.4996
0.7332,0.95472,2,6,29,1,0.0122,-0.0136,35.07,8.89,1.772,1.031,21.85,0.768,False,0.11,2.5767
0.7332,0.95472,2,6,29,1,-0.0463,-0.0023,24.21,3.6,1.228,1.352,20.47,0.748,False,0.0176,16.6116
0.7332,0.95472,2,6,29,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.359,1.8726
0.7332,0.95472,2,6,29,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,True,0.2636,3.4311
0.7332,0.95472,2,6,29,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7104,0.1715
0.7332,0.95472,2,6,29,1,0.0182,-0.014,30.86,9.9,1.562,1.198,25.67,0.45,False,0.1572,1.8811
0.7332,0.95472,2,6,29,1,0.001,-0.0012,22.08,4.98,1.009,0.729,34.87,0.776,False,0.1032,2.9798
0.7332,0.95472,2,6,29,1,-0.0523,-0.0173,20.73,14.51,1.311,1.214,23.38,0.62,False,0.2892,3.3796
0.7332,0.95472,2,6,29,1,0.0137,0.0084,38.4,14.88,1.662,1.064,39.98,0.745,True,1.5353,0.6858
0.7332,0.95472,2,6,29,1,0.0035,-0.0045,39.5,5.05,1.299,0.907,20.71,0.403,False,0.1401,2.1277
0.7332,0.97344,2,7,30,1,-0.0405,-0.0081,42.97,6.43,1.408,1.078,36.09,0.494,True,0.2462,0.8949
0.7332,0.97344,2,7,30,1,-0.0508,-0.0196,23.79,11.48,1.619,0.975,33.75,0.669,True,0.242,0.6837
0.7332,0.97344,2,7,30,1,-0.0277,0.0012,29.11,8.26,1.034,1.169,29.45,0.635,False,0.283,2.8638
0.7332,0.97344,2,7,30,1,-0.0416,-0.0122,38.17,6.86,1.175,1.237,31.69,0.458,False,0.6391,2.2857
0.7332,0.97344,2,7,30,1,-0.0168,-0.0061,27.19,6.19,1.159,0.988,26.35,0.66,False,0.064,5.7187
0.7332,0.97344,2,7,30,1,0.0082,-0.0168,43.47,7.88,0.954,0.763,24.2,0.509,False,0.1552,2.8472
0.7332,0.97344,2,7,30,1,-0.0637,-0.0058,44.88,13.84,1.343,1.358,27.87,0.524,False,0.6588,2.7871
0.7332,0.97344,2,7,30,1,-0.0292,0.0093,30.36,9.17,1.448,0.869,28.57,0.567,True,0.7908,0.2733
0.7332,0.97344,2,7,30,1,-0.0013,0.001,42.04,10.39,1.26,0.83,32.96,0.594,False,0.3046,2.7019
0.7332,0.97344,2,7,30,1,-0.0551,-0.0033,40.64,2.5,0.915,1.265,31.29,0.418,True,0.3998,0.6631
0.7332,0.97344,2,7,30,1,-0.0072,0.008,32.99,5.61,0.809,1.133,22.79,0.585,False,0.2472,1.1062
0.7332,0.97344,2,7,30,1,0.0228,-0.0094,26.25,4.1,1.723,1.152,29.23,0.608,False,0.074,2.352
0.7332,0.97344,2,7,30,1,-0.0224,0.0021,21.59,10.94,1.491,0.701,39.25,0.711,False,0.2718,3.9113
0.7332,0.97344,2,7,30,1,-0.0139,-0.0001,25.24,12.5,0.985,0.859,38.37,0.641,False,0.2528,4.2867
0.7332,0.97344,2,7,30,1,-0.0062,-0.0108,33.68,12.27,1.519,1.012,35.88,0.537,False,0.2381,4.0939
0.7332,0.97344,2,7,30,1,-0.0238,-0.018,34.46,3.05,1.756,1.117,30.61,0.687,False,0.1723,3.6973
0.7332,0.97344,2,7,30,1,-0.0698,-0.0116,37.01,4.56,1.58,0.933,22.55,0.555,False,0.5087,1.7899
0.7332,0.97344,2,7,30,1,0.0216,-0.0075,32.1,13.28,1.669,0.803,24.81,0.727,False,0.295,1.4209
0.7332,0.97344,2,7,30,1,-0.0115,0.0036,36.44,2.23,0.839,1.379,37.11,0.8,False,0.0332,19.1434
0.7332,0.97344,2,7,30,1,-0.0626,-0.0153,41.2,7.57,0.876,0.939,37.93,0.431,True,0.4216,1.9035
0.7332,0.97344,2,7,30,1,0.0122,-0.0136,35.07,8.89,1.772,1.031,21.85,0.768,False,0.1471,1.8567
0.7332,0.97344,2,7,30,1,-0.0463,-0.0023,24.21,3.6,1.228,1.352,20.47,0.748,False,0.1466,1.628
0.7332,0.97344,2,7,30,1,-0.0344,0.0051,22.51,13.08,1.116,1.299,26.74,0.468,False,0.2838,2.1899
0.7332,0.97344,2,7,30,1,-0.0355,0.0043,29.45,11.63,1.069,1.324,34.42,0.703,True,0.7525,0.5221
0.7332,0.97344,2,7,30,1,-0.0579,0.0064,27.64,9.75,1.393,0.786,32.56,0.482,True,0.7017,0.1624
