Wait_For_Settle,Foot_X,Foot_Y,Kp,Kd,Start_Amp_Mult,Start_Freq_Mult,Amplitude_Deg,Frequency_Hz,Fell,Distance_Traversed,CoT,Settle_Time_S,Passed
True,-0.0683,-0.0028,36.39,5.47,1.581,0.772,23.05,0.581,False,0.1373,6.879,4.732,False
False,-0.0683,-0.0028,36.39,5.47,1.581,0.772,23.05,0.581,False,0.1569,6.9576,0.0,False
True,-0.009,-0.0065,35.39,6.34,1.741,1.188,36.56,0.531,False,0.1373,5.6,12.232,False
False,-0.009,-0.0065,35.39,6.34,1.741,1.188,36.56,0.531,True,0.8197,0.3004,0.0,False
True,-0.0071,0.0077,35.33,13.95,1.422,1.03,23.19,0.424,False,0.0774,6.3326,2.998,False
False,-0.0071,0.0077,35.33,13.95,1.422,1.03,23.19,0.424,False,0.0481,10.443,0.0,False
True,0.0088,-0.0081,41.94,9.37,1.223,1.136,38.07,0.437,True,1.2269,0.8522,14.816,False
False,0.0088,-0.0081,41.94,9.37,1.223,1.136,38.07,0.437,True,0.8751,0.2675,0.0,False
True,-0.0469,0.0018,32.13,13.01,1.751,1.171,37.02,0.655,False,0.3048,6.4617,9.668,False
False,-0.0469,0.0018,32.13,13.01,1.751,1.171,37.02,0.655,False,3.0012,0.8093,0.0,True
True,-0.0198,0.0004,32.6,13.49,1.785,1.181,20.55,0.794,False,0.1513,4.0605,9.688,False
False,-0.0198,0.0004,32.6,13.49,1.785,1.181,20.55,0.794,False,0.1334,5.0064,0.0,False
True,0.0025,-0.0141,29.44,4.22,1.558,0.964,37.12,0.662,True,1.3902,0.4962,25.0,False
False,0.0025,-0.0141,29.44,4.22,1.558,0.964,37.12,0.662,True,0.7892,0.5929,0.0,False
True,-0.0145,-0.019,31.38,8.6,1.412,0.795,25.67,0.613,False,0.0409,13.508,17.288,False
False,-0.0145,-0.019,31.38,8.6,1.412,0.795,25.67,0.613,True,0.5909,0.3259,0.0,False
True,-0.0082,-0.0036,31.23,7.88,1.375,1.128,20.85,0.783,False,0.0958,2.1822,13.214,False
False,-0.0082,-0.0036,31.23,7.88,1.375,1.128,20.85,0.783,False,0.2215,0.6619,0.0,False
True,-0.0045,-0.0071,44.01,10.15,1.0,1.209,39.16,0.507,True,1.7148,0.3109,12.222,False
False,-0.0045,-0.0071,44.01,10.15,1.0,1.209,39.16,0.507,True,0.6029,0.4224,0.0,False
True,-0.034,0.0073,32.28,4.09,1.793,1.371,26.88,0.744,False,0.0976,5.3846,2.998,False
False,-0.034,0.0073,32.28,4.09,1.793,1.371,26.88,0.744,False,0.1434,3.7409,0.0,False
True,-0.0031,-0.0058,33.85,3.94,1.229,1.012,29.34,0.432,False,0.0423,3.9081,11.358,False
False,-0.0031,-0.0058,33.85,3.94,1.229,1.012,29.34,0.432,False,0.2424,1.4735,0.0,False
True,0.0131,0.007,40.67,4.13,1.132,1.004,27.57,0.572,False,0.108,2.8664,2.998,False
False,0.0131,0.007,40.67,4.13,1.132,1.004,27.57,0.572,False,0.1615,1.7986,0.0,False
True,-0.0506,-0.02,40.49,5.83,0.951,1.046,32.61,0.402,True,0.4566,0.7652,19.572,False
False,-0.0506,-0.02,40.49,5.83,0.951,1.046,32.61,0.402,True,1.0978,0.6028,0.0,False
True,-0.0112,0.0007,37.84,5.07,1.313,1.345,27.46,0.41,False,0.1357,3.9715,12.376,False
False,-0.0112,0.0007,37.84,5.07,1.313,1.345,27.46,0.41,False,0.3,1.894,0.0,False
True,-0.0101,0.0059,37.1,6.15,1.404,0.723,39.1,0.498,True,0.3695,0.5519,2.998,False
False,-0.0101,0.0059,37.1,6.15,1.404,0.723,39.1,0.498,True,0.3833,0.5242,0.0,False
True,0.016,-0.0095,39.9,5.45,1.235,1.278,23.53,0.549,False,0.1187,1.5733,14.504,False
False,0.016,-0.0095,39.9,5.45,1.235,1.278,23.53,0.549,False,0.2787,0.6959,0.0,False
True,-0.0044,0.0041,26.85,10.96,1.086,1.148,36.72,0.562,False,0.3638,2.1191,11.056,False
False,-0.0044,0.0041,26.85,10.96,1.086,1.148,36.72,0.562,False,0.1198,6.1539,0.0,False
True,-0.0532,0.0043,33.43,3.91,1.361,1.177,22.87,0.514,False,0.005,127.7056,9.674,False
False,-0.0532,0.0043,33.43,3.91,1.361,1.177,22.87,0.514,False,0.1163,5.2678,0.0,False
True,0.0208,-0.0042,34.01,8.96,1.5,0.766,22.97,0.617,False,0.0346,5.1483,10.89,False
False,0.0208,-0.0042,34.01,8.96,1.5,0.766,22.97,0.617,False,0.2614,0.6912,0.0,False
True,0.0067,-0.0143,21.61,5.04,1.128,0.848,36.36,0.521,False,0.0714,3.7311,22.76,False
False,0.0067,-0.0143,21.61,5.04,1.128,0.848,36.36,0.521,False,0.2537,1.3816,0.0,False
True,-0.0617,0.0042,40.4,12.23,0.813,1.326,21.36,0.658,False,0.2406,5.8219,9.662,False
False,-0.0617,0.0042,40.4,12.23,0.813,1.326,21.36,0.658,False,0.1634,8.7693,0.0,False
True,-0.0037,-0.019,33.74,11.94,1.071,1.288,22.01,0.7,False,0.0869,6.1399,16.89,False
False,-0.0037,-0.019,33.74,11.94,1.071,1.288,22.01,0.7,True,0.9276,0.4554,0.0,False
True,-0.0349,-0.017,36.25,4.35,0.912,0.861,33.92,0.585,True,1.5525,0.3241,15.974,False
False,-0.0349,-0.017,36.25,4.35,0.912,0.861,33.92,0.585,True,0.682,0.3396,0.0,False
True,0.0173,-0.0177,21.03,5.73,1.162,1.138,24.4,0.798,False,0.0519,2.1406,19.82,False
False,0.0173,-0.0177,21.03,5.73,1.162,1.138,24.4,0.798,True,0.8634,0.1376,0.0,False
True,-0.0211,0.0096,40.63,14.21,0.862,0.84,29.49,0.419,False,0.1971,6.1243,2.998,False
False,-0.0211,0.0096,40.63,14.21,0.862,0.84,29.49,0.419,False,0.5155,2.3722,0.0,False
True,-0.0246,0.0037,20.54,5.14,1.591,1.076,38.38,0.64,False,0.0868,5.6951,8.594,False
False,-0.0246,0.0037,20.54,5.14,1.591,1.076,38.38,0.64,False,0.1191,4.7811,0.0,False
True,-0.0457,-0.018,30.17,10.53,1.336,1.118,32.85,0.749,True,0.6261,1.2985,18.33,False
False,-0.0457,-0.018,30.17,10.53,1.336,1.118,32.85,0.749,True,1.372,0.4681,0.0,False
True,-0.0422,-0.0056,21.2,5.77,1.577,1.144,38.02,0.578,False,0.1614,4.6599,13.078,False
False,-0.0422,-0.0056,21.2,5.77,1.577,1.144,38.02,0.578,False,0.2351,3.6008,0.0,False
True,-0.0047,-0.0146,37.78,3.96,1.446,0.921,35.95,0.58,True,0.4145,0.9283,15.888,False
False,-0.0047,-0.0146,37.78,3.96,1.446,0.921,35.95,0.58,True,0.6848,0.5524,0.0,False
True,-0.054,0.0041,43.11,14.76,0.801,1.006,31.46,0.601,False,0.3123,7.4258,9.572,False
False,-0.054,0.0041,43.11,14.76,0.801,1.006,31.46,0.601,True,2.3166,0.4657,0.0,False
True,0.0069,-0.0179,43.7,7.36,1.197,0.742,21.77,0.542,False,0.1504,2.7071,25.0,False
False,0.0069,-0.0179,43.7,7.36,1.197,0.742,21.77,0.542,True,0.6358,0.8893,0.0,False
True,-0.0335,-0.0014,21.82,4.98,1.307,1.392,35.77,0.566,False,0.1236,4.8771,4.892,False
False,-0.0335,-0.0014,21.82,4.98,1.307,1.392,35.77,0.566,False,0.1077,5.3261,0.0,False
True,-0.0061,-0.0049,25.63,2.83,1.381,0.884,22.61,0.72,False,0.0151,3.4779,14.586,False
False,-0.0061,-0.0049,25.63,2.83,1.381,0.884,22.61,0.72,False,0.1321,0.7074,0.0,False
True,-0.047,-0.003,41.57,10.47,1.166,1.263,24.21,0.645,False,0.2444,5.3477,13.758,False
False,-0.047,-0.003,41.57,10.47,1.166,1.263,24.21,0.645,False,0.1956,6.8911,0.0,False
True,0.0146,-0.0076,27.81,11.04,0.94,1.065,25.46,0.754,True,0.1245,4.4105,16.004,False
False,0.0146,-0.0076,27.81,11.04,0.94,1.065,25.46,0.754,True,0.8688,0.3511,0.0,False
True,0.0035,0.0088,37.27,7.82,1.588,1.013,30.95,0.45,False,0.4774,1.3283,2.998,False
False,0.0035,0.0088,37.27,7.82,1.588,1.013,30.95,0.45,False,0.5466,1.1194,0.0,False
True,-0.0014,-0.0132,28.63,13.05,1.621,0.778,34.31,0.471,False,0.299,3.2278,15.652,False
False,-0.0014,-0.0132,28.63,13.05,1.621,0.778,34.31,0.471,True,0.4987,1.2649,0.0,False
True,-0.0628,0.0073,25.5,5.62,1.508,1.158,37.24,0.687,False,0.2165,6.9638,2.998,False
False,-0.0628,0.0073,25.5,5.62,1.508,1.158,37.24,0.687,False,0.3207,4.5683,0.0,False
True,-0.04,-0.0019,20.86,13.39,1.603,0.948,37.34,0.746,False,0.1208,13.1214,5.028,False
False,-0.04,-0.0019,20.86,13.39,1.603,0.948,37.34,0.746,True,0.6707,1.0885,0.0,False
True,0.007,-0.0158,29.61,4.43,1.706,1.338,38.67,0.771,True,0.7801,0.4695,25.0,False
False,0.007,-0.0158,29.61,4.43,1.706,1.338,38.67,0.771,True,1.2545,0.6792,0.0,False
True,0.0095,0.0054,24.02,9.48,1.278,1.356,27.31,0.479,False,0.2002,1.2126,2.998,False
False,0.0095,0.0054,24.02,9.48,1.278,1.356,27.31,0.479,False,0.279,0.8178,0.0,False
True,-0.0462,0.0075,28.73,14.65,1.367,0.751,38.9,0.67,False,1.0632,2.1664,2.998,False
False,-0.0462,0.0075,28.73,14.65,1.367,0.751,38.9,0.67,True,2.6607,0.6847,0.0,False
True,0.0178,0.0,22.42,14.34,1.035,1.362,23.66,0.443,False,0.1887,1.0632,9.938,False
False,0.0178,0.0,22.42,14.34,1.035,1.362,23.66,0.443,False,0.1105,1.573,0.0,False
True,-0.0328,0.0099,23.89,2.73,1.728,1.355,37.77,0.43,False,0.2624,2.6044,2.998,False
False,-0.0328,0.0099,23.89,2.73,1.728,1.355,37.77,0.43,False,0.0734,9.4772,0.0,False
True,0.0192,-0.0093,24.75,9.8,1.385,1.08,26.38,0.462,False,0.0191,13.9496,13.96,False
False,0.0192,-0.0093,24.75,9.8,1.385,1.08,26.38,0.462,False,0.2567,0.8881,0.0,False
True,-0.0616,-0.013,20.65,4.17,1.141,1.312,34.12,0.464,False,0.1416,4.5346,14.828,False
False,-0.0616,-0.013,20.65,4.17,1.141,1.312,34.12,0.464,False,0.2922,2.4045,0.0,False
True,-0.0407,0.0067,35.88,7.4,1.599,1.087,29.44,0.741,False,0.1619,7.1149,2.998,False
False,-0.0407,0.0067,35.88,7.4,1.599,1.087,29.44,0.741,False,0.2075,5.6734,0.0,False
True,-0.0028,-0.0127,43.94,3.34,1.23,0.725,21.29,0.49,False,0.0681,3.9405,16.158,False
False,-0.0028,-0.0127,43.94,3.34,1.23,0.725,21.29,0.49,False,0.5028,0.7986,0.0,False
True,-0.0041,-0.0037,36.02,7.98,1.691,0.822,36.48,0.513,False,0.7298,1.4889,13.254,False
False,-0.0041,-0.0037,36.02,7.98,1.691,0.822,36.48,0.513,True,1.5355,0.2629,0.0,False
True,0.0109,-0.002,43.57,10.19,0.966,0.896,35.54,0.582,False,0.284,1.9698,14.59,False
False,0.0109,-0.002,43.57,10.19,0.966,0.896,35.54,0.582,False,0.227,2.598,0.0,False
True,0.0164,0.0097,23.38,12.68,1.517,0.799,37.45,0.632,False,0.2494,1.8351,2.998,False
False,0.0164,0.0097,23.38,12.68,1.517,0.799,37.45,0.632,False,0.2777,1.9311,0.0,False
True,0.013,-0.0129,20.43,6.74,1.278,1.298,34.98,0.46,False,0.0361,6.5671,16.52,False
False,0.013,-0.0129,20.43,6.74,1.278,1.298,34.98,0.46,True,0.6968,0.2546,0.0,False
True,-0.0546,-0.0097,42.98,11.8,1.572,0.733,25.24,0.75,True,0.7848,0.4699,12.972,False
False,-0.0546,-0.0097,42.98,11.8,1.572,0.733,25.24,0.75,False,2.2938,0.9,0.0,True
True,0.0234,0.0045,30.61,6.72,1.643,0.937,36.05,0.752,False,0.2055,1.5594,12.672,False
False,0.0234,0.0045,30.61,6.72,1.643,0.937,36.05,0.752,False,0.0349,12.0296,0.0,False
True,-0.0248,-0.0079,29.75,13.52,1.696,1.193,35.13,0.709,True,0.9835,0.5722,12.274,False
False,-0.0248,-0.0079,29.75,13.52,1.696,1.193,35.13,0.709,True,0.6979,0.4842,0.0,False
True,-0.0094,0.0022,41.2,3.43,0.981,0.978,20.17,0.588,False,0.1013,1.8821,10.99,False
False,-0.0094,0.0022,41.2,3.43,0.981,0.978,20.17,0.588,False,0.0461,4.8103,0.0,False
True,0.0094,0.002,40.6,9.89,1.794,0.887,39.24,0.681,False,0.1237,4.0665,11.294,False
False,0.0094,0.002,40.6,9.89,1.794,0.887,39.24,0.681,False,0.061,9.5705,0.0,False
True,-0.0652,-0.0163,39.71,13.21,1.322,1.368,31.49,0.787,True,0.7376,0.5374,13.672,False
False,-0.0652,-0.0163,39.71,13.21,1.322,1.368,31.49,0.787,True,0.5284,0.4904,0.0,False
True,-0.0356,-0.0051,27.92,6.8,0.805,0.764,31.56,0.676,False,0.0883,9.5083,11.938,False
False,-0.0356,-0.0051,27.92,6.8,0.805,0.764,31.56,0.676,False,0.1263,6.9397,0.0,False
True,0.0113,0.0037,33.13,8.54,1.738,1.081,31.56,0.76,False,0.108,3.0447,11.134,False
False,0.0113,0.0037,33.13,8.54,1.738,1.081,31.56,0.76,False,0.1053,3.4676,0.0,False
True,0.0013,-0.0033,38.14,4.39,1.198,1.254,25.63,0.716,False,0.0745,2.6458,10.888,False
False,0.0013,-0.0033,38.14,4.39,1.198,1.254,25.63,0.716,False,0.0753,3.2648,0.0,False
True,0.014,-0.0197,25.0,14.4,1.394,1.044,30.47,0.598,True,1.5282,0.3675,21.538,False
False,0.014,-0.0197,25.0,14.4,1.394,1.044,30.47,0.598,False,1.0066,1.127,0.0,False
True,-0.0454,0.0032,21.29,8.25,1.363,0.729,29.81,0.41,False,0.5851,0.9925,9.412,False
False,-0.0454,0.0032,21.29,8.25,1.363,0.729,29.81,0.41,False,0.751,0.7949,0.0,False
True,-0.0418,-0.016,42.93,6.99,1.256,0.812,28.92,0.472,True,0.6427,1.1167,15.604,False
False,-0.0418,-0.016,42.93,6.99,1.256,0.812,28.92,0.472,True,0.5183,2.9949,0.0,False
True,-0.063,-0.0135,23.47,7.24,1.638,0.992,36.1,0.408,True,0.7731,0.3266,15.044,False
False,-0.063,-0.0135,23.47,7.24,1.638,0.992,36.1,0.408,True,0.8414,0.1832,0.0,False
True,0.023,-0.0138,32.03,4.47,0.843,1.1,34.34,0.506,False,0.1884,1.9545,19.432,False
False,0.023,-0.0138,32.03,4.47,0.843,1.1,34.34,0.506,True,1.3653,0.2812,0.0,False
True,-0.0624,0.0061,22.75,12.18,1.508,1.09,28.42,0.489,False,0.731,1.5699,2.998,False
False,-0.0624,0.0061,22.75,12.18,1.508,1.09,28.42,0.489,False,0.3397,3.1652,0.0,False
True,0.0169,0.0071,37.48,7.2,1.583,1.018,22.28,0.558,False,0.0628,3.8009,2.998,False
False,0.0169,0.0071,37.48,7.2,1.583,1.018,22.28,0.558,False,0.1343,1.4968,0.0,False
True,0.0213,-0.0142,37.97,7.13,1.663,1.265,20.79,0.499,False,0.1043,1.9066,19.472,False
False,0.0213,-0.0142,37.97,7.13,1.663,1.265,20.79,0.499,False,0.3019,0.6357,0.0,False
True,-0.068,-0.0101,22.22,6.61,1.684,1.214,24.85,0.679,False,0.1088,5.606,13.074,False
False,-0.068,-0.0101,22.22,6.61,1.684,1.214,24.85,0.679,False,0.1669,3.6889,0.0,False
True,-0.0606,-0.0108,38.06,8.02,1.472,0.89,39.84,0.598,True,0.3725,3.7478,13.012,False
False,-0.0606,-0.0108,38.06,8.02,1.472,0.89,39.84,0.598,True,0.3738,0.6672,0.0,False
True,0.0062,0.0026,40.82,8.47,1.293,1.198,25.56,0.701,False,0.0488,6.6019,11.098,False
False,0.0062,0.0026,40.82,8.47,1.293,1.198,25.56,0.701,False,0.0812,4.5595,0.0,False
True,-0.0563,-0.0154,33.09,11.49,1.428,0.888,22.15,0.639,False,0.103,10.3006,13.878,False
False,-0.0563,-0.0154,33.09,11.49,1.428,0.888,22.15,0.639,False,0.2896,3.6719,0.0,False
True,-0.0327,-0.0181,21.46,4.66,0.851,1.051,28.53,0.659,False,0.0444,5.6959,21.554,False
False,-0.0327,-0.0181,21.46,4.66,0.851,1.051,28.53,0.659,False,0.3042,0.9655,0.0,False
True,0.0041,0.0033,23.63,7.73,1.512,1.346,21.75,0.782,False,0.0457,2.5107,11.096,False
False,0.0041,0.0033,23.63,7.73,1.512,1.346,21.75,0.782,False,0.1209,1.2141,0.0,False
True,0.0222,0.0012,41.48,11.27,1.589,0.709,29.95,0.713,False,0.1586,1.9442,9.62,False
False,0.0222,0.0012,41.48,11.27,1.589,0.709,29.95,0.713,False,0.3924,1.0733,0.0,False
True,-0.0084,0.0034,39.02,11.13,1.8,0.907,31.4,0.701,False,0.1282,5.6604,11.128,False
False,-0.0084,0.0034,39.02,11.13,1.8,0.907,31.4,0.701,False,0.1269,6.37,0.0,False
True,-0.0636,-0.0161,26.03,13.38,1.618,1.257,27.74,0.502,False,0.1861,7.6729,13.89,False
False,-0.0636,-0.0161,26.03,13.38,1.618,1.257,27.74,0.502,False,0.4154,3.5484,0.0,False
True,-0.0648,-0.0078,24.46,9.73,0.989,1.4,27.92,0.727,False,0.195,7.5634,14.034,False
False,-0.0648,-0.0078,24.46,9.73,0.989,1.4,27.92,0.727,False,0.3387,4.219,0.0,False
True,-0.0576,-0.005,44.15,3.8,1.212,0.991,33.07,0.781,False,0.4035,4.3243,13.488,False
False,-0.0576,-0.005,44.15,3.8,1.212,0.991,33.07,0.781,True,0.5726,3.2424,0.0,False
True,-0.031,-0.0001,37.73,9.41,1.298,1.197,33.37,0.569,True,1.874,0.5748,9.7,False
False,-0.031,-0.0001,37.73,9.41,1.298,1.197,33.37,0.569,True,1.8734,0.5361,0.0,False
True,-0.0561,0.0032,37.59,3.59,0.974,0.996,30.13,0.715,False,0.0726,19.413,9.368,False
False,-0.0561,0.0032,37.59,3.59,0.974,0.996,30.13,0.715,False,0.1598,8.4086,0.0,False
True,0.0051,-0.0108,20.23,10.78,1.256,1.12,22.67,0.592,False,0.0488,3.8893,14.872,False
False,0.0051,-0.0108,20.23,10.78,1.256,1.12,22.67,0.592,False,0.2582,0.8146,0.0,False
True,-0.0217,0.0028,26.52,12.89,0.982,0.941,37.28,0.624,False,0.2223,4.9493,8.908,False
False,-0.0217,0.0028,26.52,12.89,0.982,0.941,37.28,0.624,False,0.1713,7.8397,0.0,False
True,-0.0362,-0.0185,24.41,12.7,1.557,1.12,20.91,0.556,False,0.0791,7.2762,19.104,False
False,-0.0362,-0.0185,24.41,12.7,1.557,1.12,20.91,0.556,False,0.3355,2.1379,0.0,False
True,-0.0342,-0.008,29.82,8.51,1.274,1.2,27.32,0.606,False,0.0333,22.2969,12.258,False
False,-0.0342,-0.008,29.82,8.51,1.274,1.2,27.32,0.606,False,0.1482,5.151,0.0,False
True,-0.0013,-0.0011,42.5,12.51,0.817,1.266,26.26,0.475,False,0.0099,48.0536,13.558,False
False,-0.0013,-0.0011,42.5,12.51,0.817,1.266,26.26,0.475,False,0.0869,6.7461,0.0,False
True,-0.0338,0.003,27.41,2.29,0.958,1.086,32.95,0.641,False,0.0726,6.1983,9.672,False
False,-0.0338,0.003,27.41,2.29,0.958,1.086,32.95,0.641,False,0.1017,4.385,0.0,False
True,-0.005,-0.0008,24.71,6.0,1.05,1.334,38.34,0.619,False,0.0414,7.6784,14.434,False
False,-0.005,-0.0008,24.71,6.0,1.05,1.334,38.34,0.619,False,0.1004,3.9101,0.0,False
True,-0.0495,0.0099,23.51,2.34,1.283,1.251,23.41,0.467,False,0.1532,2.1609,2.998,False
False,-0.0495,0.0099,23.51,2.34,1.283,1.251,23.41,0.467,False,0.1628,2.0388,0.0,False
True,-0.0381,-0.0125,34.99,8.74,0.922,0.815,33.21,0.74,True,0.9924,0.6001,14.47,False
False,-0.0381,-0.0125,34.99,8.74,0.922,0.815,33.21,0.74,True,0.7855,0.8728,0.0,False
True,-0.048,-0.0192,36.56,2.6,0.823,1.172,21.41,0.601,False,0.1332,3.8344,18.19,False
False,-0.048,-0.0192,36.56,2.6,0.823,1.172,21.41,0.601,False,0.348,1.9272,0.0,False
True,-0.0453,-0.0101,33.48,2.43,1.601,0.785,36.85,0.465,True,0.833,0.3616,12.886,False
False,-0.0453,-0.0101,33.48,2.43,1.601,0.785,36.85,0.465,True,0.7599,0.3285,0.0,False
True,0.0249,0.0095,21.96,10.68,1.093,1.359,30.0,0.64,False,0.2935,1.0164,2.998,False
False,0.0249,0.0095,21.96,10.68,1.093,1.359,30.0,0.64,True,1.0772,0.7912,0.0,False
True,-0.0558,0.0087,27.05,13.45,1.174,1.195,34.52,0.735,False,0.2655,7.5782,2.998,False
False,-0.0558,0.0087,27.05,13.45,1.174,1.195,34.52,0.735,False,0.4106,5.0211,0.0,False
True,-0.0377,-0.0121,28.16,11.33,1.659,1.229,22.11,0.453,False,0.1632,3.2827,14.334,False
False,-0.0377,-0.0121,28.16,11.33,1.659,1.229,22.11,0.453,False,0.2137,2.4901,0.0,False
True,-0.0205,-0.0072,25.14,4.55,0.845,0.755,35.17,0.511,False,0.0355,12.4705,11.97,False
False,-0.0205,-0.0072,25.14,4.55,0.845,0.755,35.17,0.511,False,0.2501,1.2133,0.0,False
True,0.0123,0.0059,30.38,14.06,1.01,1.284,23.92,0.697,False,0.1806,2.1775,2.998,False
False,0.0123,0.0059,30.38,14.06,1.01,1.284,23.92,0.697,False,0.2842,1.3668,0.0,False
True,-0.0187,0.0048,38.29,5.25,0.81,1.205,33.62,0.481,False,0.399,2.5842,9.89,False
False,-0.0187,0.0048,38.29,5.25,0.81,1.205,33.62,0.481,False,0.2842,3.4601,0.0,False
True,0.0239,-0.0014,29.77,9.16,1.063,0.813,25.41,0.768,False,0.0219,7.3608,10.082,False
False,0.0239,-0.0014,29.77,9.16,1.063,0.813,25.41,0.768,False,0.0748,3.2422,0.0,False
True,-0.0125,0.006,23.41,3.51,1.178,0.975,33.11,0.486,False,0.0646,4.2716,2.998,False
False,-0.0125,0.006,23.41,3.51,1.178,0.975,33.11,0.486,False,0.0747,3.9155,0.0,False
True,0.0202,-0.0034,44.99,4.49,1.636,0.948,30.51,0.608,False,0.0664,4.6629,9.494,False
False,0.0202,-0.0034,44.99,4.49,1.636,0.948,30.51,0.608,True,1.9897,0.6991,0.0,False
True,-0.0059,-0.0166,24.86,7.12,0.827,1.227,29.7,0.698,False,0.0277,12.8255,17.278,False
False,-0.0059,-0.0166,24.86,7.12,0.827,1.227,29.7,0.698,False,0.388,1.1586,0.0,False
True,0.0185,-0.014,43.38,7.52,1.473,1.109,34.79,0.519,True,0.8696,0.1549,18.242,False
False,0.0185,-0.014,43.38,7.52,1.473,1.109,34.79,0.519,True,1.5702,0.2608,0.0,False
True,-0.0215,0.0044,33.66,3.68,1.39,1.271,20.43,0.554,False,0.144,1.425,8.698,False
False,-0.0215,0.0044,33.66,3.68,1.39,1.271,20.43,0.554,False,0.0859,2.4697,0.0,False
True,-0.014,-0.0017,43.82,2.93,1.327,1.123,28.68,0.467,False,0.3026,2.8374,13.336,False
False,-0.014,-0.0017,43.82,2.93,1.327,1.123,28.68,0.467,False,0.3403,2.8836,0.0,False
True,-0.0614,-0.0022,44.27,7.34,1.34,0.782,32.67,0.533,True,0.5312,0.8303,13.42,False
False,-0.0614,-0.0022,44.27,7.34,1.34,0.782,32.67,0.533,False,0.5741,4.9054,0.0,False
True,-0.0553,0.0064,34.6,12.16,1.748,0.717,31.35,0.617,True,0.8803,0.9491,2.998,False
False,-0.0553,0.0064,34.6,12.16,1.748,0.717,31.35,0.617,False,0.2053,10.2865,0.0,False
True,0.0211,-0.0061,32.58,12.25,1.737,1.387,32.14,0.538,False,0.0891,3.4994,10.47,False
False,0.0211,-0.0061,32.58,12.25,1.737,1.387,32.14,0.538,True,1.1668,0.158,0.0,False
True,0.0061,0.0052,30.05,8.22,1.187,0.955,26.7,0.516,False,0.2039,1.4433,2.998,False
False,0.0061,0.0052,30.05,8.22,1.187,0.955,26.7,0.516,False,0.119,2.121,0.0,False
True,-0.0465,0.0002,34.84,6.51,1.732,1.063,26.19,0.61,False,0.2346,4.4947,11.192,False
False,-0.0465,0.0002,34.84,6.51,1.732,1.063,26.19,0.61,False,0.141,6.9504,0.0,False
True,-0.0231,-0.0185,27.97,9.59,1.205,1.178,28.07,0.666,False,0.2014,4.0762,17.85,False
False,-0.0231,-0.0185,27.97,9.59,1.205,1.178,28.07,0.666,False,0.5401,1.9121,0.0,False
True,-0.0153,0.001,29.46,12.96,1.188,1.116,33.03,0.618,False,0.1027,8.0083,11.84,False
False,-0.0153,0.001,29.46,12.96,1.188,1.116,33.03,0.618,False,0.29,3.6436,0.0,False
True,-0.0448,-0.0007,21.59,7.3,1.232,1.163,35.87,0.634,False,0.4169,2.544,11.498,False
False,-0.0448,-0.0007,21.59,7.3,1.232,1.163,35.87,0.634,True,0.6152,1.6645,0.0,False
True,-0.0138,-0.0094,35.26,14.88,0.849,1.15,33.8,0.732,False,0.1213,8.2229,14.002,False
False,-0.0138,-0.0094,35.26,14.88,0.849,1.15,33.8,0.732,True,0.7176,0.4366,0.0,False
True,-0.0325,0.0059,44.7,4.57,1.775,1.353,30.16,0.503,True,0.6755,0.7597,2.998,False
False,-0.0325,0.0059,44.7,4.57,1.775,1.353,30.16,0.503,True,0.3982,0.4182,0.0,False
True,-0.0354,-0.0037,22.82,4.27,1.546,1.351,20.38,0.745,False,0.1052,1.481,11.944,False
False,-0.0354,-0.0037,22.82,4.27,1.546,1.351,20.38,0.745,False,0.1046,1.2454,0.0,False
True,-0.0513,0.0084,41.63,14.28,1.263,1.363,24.75,0.567,False,0.466,3.5729,2.998,False
False,-0.0513,0.0084,41.63,14.28,1.263,1.363,24.75,0.567,False,0.2495,7.0635,0.0,False
True,-0.036,0.0056,32.19,6.82,0.836,1.284,36.56,0.47,False,0.0611,22.3304,2.998,False
False,-0.036,0.0056,32.19,6.82,0.836,1.284,36.56,0.47,False,0.3063,4.1595,0.0,False
True,0.0056,-0.0194,27.88,12.72,0.998,1.085,27.9,0.51,True,0.621,0.3315,25.0,False
False,0.0056,-0.0194,27.88,12.72,0.998,1.085,27.9,0.51,False,0.3626,1.8742,0.0,False
True,-0.0584,0.0005,37.52,4.71,1.249,0.827,21.59,0.795,False,0.0649,9.5146,10.792,False
False,-0.0584,0.0005,37.52,4.71,1.249,0.827,21.59,0.795,False,0.1276,5.6132,0.0,False
True,-0.0009,-0.0063,25.28,5.19,0.859,1.36,25.06,0.532,False,0.015,4.5352,12.68,False
False,-0.0009,-0.0063,25.28,5.19,0.859,1.36,25.06,0.532,False,0.0962,1.0528,0.0,False
True,-0.0524,-0.0191,26.48,3.48,1.563,0.9,21.21,0.669,False,0.064,4.5997,14.582,False
False,-0.0524,-0.0191,26.48,3.48,1.563,0.9,21.21,0.669,False,0.2964,0.7835,0.0,False
True,0.002,-0.0107,40.22,5.0,1.173,1.222,21.91,0.729,False,0.0111,12.251,14.966,False
False,0.002,-0.0107,40.22,5.0,1.173,1.222,21.91,0.729,True,1.4286,0.4021,0.0,False
True,-0.002,0.0081,33.15,4.32,1.132,1.154,30.87,0.738,False,0.0717,4.5548,2.998,False
False,-0.002,0.0081,33.15,4.32,1.132,1.154,30.87,0.738,False,0.0958,3.1786,0.0,False
True,0.0125,-0.0011,40.1,2.97,1.352,1.367,29.04,0.604,False,0.0242,6.0234,8.462,False
