Wait_For_Settle,Foot_X,Foot_Y,Kp,Kd,Start_Amp_Mult,Start_Freq_Mult,Amplitude_Deg,Frequency_Hz,Fell,Distance_Traversed,CoT,Settle_Time_S,Passed
False,-0.0179,0.0001,42.15,7.0,1.533,1.309,32.48,0.651,False,0.247,3.5171,0.0,False
True,-0.019,-0.007,20.39,4.85,1.195,0.762,24.1,0.496,False,0.0796,1.43,12.01,False
False,-0.019,-0.007,20.39,4.85,1.195,0.762,24.1,0.496,False,0.2281,0.3556,0.0,False
True,-0.0443,0.0056,39.66,9.6,1.008,1.14,21.25,0.449,False,0.3896,1.9086,2.998,False
False,-0.0443,0.0056,39.66,9.6,1.008,1.14,21.25,0.449,False,0.2869,2.6285,0.0,False
True,0.0044,0.0051,39.24,12.55,1.446,0.97,23.4,0.74,False,0.1684,2.4413,11.05,False
False,0.0044,0.0051,39.24,12.55,1.446,0.97,23.4,0.74,False,0.0626,6.7946,0.0,False
True,-0.0245,-0.0087,36.92,7.71,1.342,1.023,36.78,0.616,True,0.9233,0.9727,13.4,False
False,-0.0245,-0.0087,36.92,7.71,1.342,1.023,36.78,0.616,True,1.1631,1.1952,0.0,False
True,-0.0599,-0.0192,44.32,7.15,1.717,1.123,24.27,0.421,True,1.1827,0.2621,17.244,False
False,-0.0599,-0.0192,44.32,7.15,1.717,1.123,24.27,0.421,True,0.7613,1.3282,0.0,False
True,-0.0382,0.0038,25.36,11.62,1.389,0.933,27.55,0.423,False,0.0339,22.1224,9.576,False
False,-0.0382,0.0038,25.36,11.62,1.389,0.933,27.55,0.423,False,0.2891,2.4117,0.0,False
True,-0.0632,-0.0175,33.6,12.58,1.161,0.855,37.63,0.757,True,0.6218,0.8082,13.378,False
False,-0.0632,-0.0175,33.6,12.58,1.161,0.855,37.63,0.757,True,0.3713,0.4764,0.0,False
True,-0.0333,-0.007,26.59,7.43,1.614,1.144,31.75,0.564,False,0.124,6.0863,12.124,False
False,-0.0333,-0.007,26.59,7.43,1.614,1.144,31.75,0.564,False,0.3241,2.6203,0.0,False
True,0.0197,-0.0156,37.04,11.07,1.03,0.759,21.8,0.456,False,0.1523,2.283,20.678,False
False,0.0197,-0.0156,37.04,11.07,1.03,0.759,21.8,0.456,True,0.6561,0.3555,0.0,False
True,-0.0433,-0.004,30.45,2.48,1.399,0.702,24.65,0.636,False,0.0766,5.4505,11.914,False
False,-0.0433,-0.004,30.45,2.48,1.399,0.702,24.65,0.636,False,0.2298,1.9375,0.0,False
True,-0.059,-0.0082,24.94,8.92,1.523,1.034,37.36,0.427,False,1.0273,1.5214,14.074,False
False,-0.059,-0.0082,24.94,8.92,1.523,1.034,37.36,0.427,False,0.8142,2.0129,0.0,False
True,-0.0191,-0.0153,20.09,10.33,1.116,0.836,32.35,0.505,False,0.141,5.0566,19.404,False
False,-0.0191,-0.0153,20.09,10.33,1.116,0.836,32.35,0.505,False,0.3355,2.3029,0.0,False
True,-0.0168,-0.0055,42.88,8.49,0.93,1.141,27.98,0.54,False,0.2,4.258,11.86,False
False,-0.0168,-0.0055,42.88,8.49,0.93,1.141,27.98,0.54,False,0.119,7.4246,0.0,False
True,-0.0003,-0.0032,20.96,11.55,1.045,0.779,29.09,0.779,False,0.1881,2.5868,8.61,False
False,-0.0003,-0.0032,20.96,11.55,1.045,0.779,29.09,0.779,True,0.7065,0.6778,0.0,False
True,-0.0076,0.0047,26.84,13.43,0.904,1.272,38.53,0.534,False,0.3213,2.6944,11.122,False
False,-0.0076,0.0047,26.84,13.43,0.904,1.272,38.53,0.534,False,0.0854,9.8502,0.0,False
True,-0.0365,0.0026,35.5,12.98,1.259,0.868,31.09,0.504,False,0.5221,3.0892,9.664,False
False,-0.0365,0.0026,35.5,12.98,1.259,0.868,31.09,0.504,False,0.3542,4.5331,0.0,False
True,-0.0299,-0.0075,27.53,2.57,1.038,1.113,34.75,0.441,False,0.0448,12.6908,12.056,False
False,-0.0299,-0.0075,27.53,2.57,1.038,1.113,34.75,0.441,False,0.1089,4.6878,0.0,False
True,-0.0171,-0.0198,40.52,12.28,1.003,1.055,26.75,0.785,True,1.2458,0.3023,17.734,False
False,-0.0171,-0.0198,40.52,12.28,1.003,1.055,26.75,0.785,True,1.5919,0.2885,0.0,False
True,-0.0492,-0.013,44.67,4.01,0.821,1.183,27.26,0.689,False,1.9844,1.0303,13.13,False
False,-0.0492,-0.013,44.67,4.01,0.821,1.183,27.26,0.689,False,0.4339,3.6515,0.0,False
True,-0.0216,0.0069,30.28,14.58,1.525,1.169,34.15,0.652,False,0.0704,16.8159,2.998,False
False,-0.0216,0.0069,30.28,14.58,1.525,1.169,34.15,0.652,False,0.135,8.4486,0.0,False
True,0.0205,-0.0122,25.95,11.52,1.783,0.915,37.86,0.404,True,1.8621,0.2145,18.126,False
False,0.0205,-0.0122,25.95,11.52,1.783,0.915,37.86,0.404,True,0.6279,0.5658,0.0,False
True,0.0194,-0.0036,21.75,11.29,1.462,0.806,30.57,0.431,False,0.257,1.4705,13.542,False
False,0.0194,-0.0036,21.75,11.29,1.462,0.806,30.57,0.431,False,0.1269,1.6422,0.0,False
True,-0.046,-0.0145,44.47,13.99,1.298,1.205,25.85,0.433,False,0.7793,2.1013,15.1,False
False,-0.046,-0.0145,44.47,13.99,1.298,1.205,25.85,0.433,False,1.4722,1.1609,0.0,False
True,-0.0516,-0.0129,25.79,11.82,1.704,1.25,21.55,0.765,False,0.1276,7.2296,14.358,False
False,-0.0516,-0.0129,25.79,11.82,1.704,1.25,21.55,0.765,False,0.2459,4.0719,0.0,False
True,-0.0255,0.0016,26.7,11.65,1.77,0.775,29.99,0.523,False,0.0533,16.3358,8.65,False
False,-0.0255,0.0016,26.7,11.65,1.77,0.775,29.99,0.523,False,0.2344,4.5214,0.0,False
True,-0.0222,-0.0137,30.07,14.97,1.537,1.131,36.28,0.494,True,0.7625,0.949,14.198,False
False,-0.0222,-0.0137,30.07,14.97,1.537,1.131,36.28,0.494,True,1.0959,0.4072,0.0,False
True,-0.0674,-0.0066,28.68,4.4,1.157,1.193,36.68,0.555,True,0.6948,1.0796,14.38,False
False,-0.0674,-0.0066,28.68,4.4,1.157,1.193,36.68,0.555,False,0.3324,5.8656,0.0,False
True,-0.0371,-0.0076,43.2,5.22,1.478,0.918,30.73,0.557,True,0.3855,0.4561,12.228,False
False,-0.0371,-0.0076,43.2,5.22,1.478,0.918,30.73,0.557,True,0.4379,0.4499,0.0,False
True,-0.0583,-0.0029,38.82,4.74,0.874,1.016,26.57,0.678,False,0.2146,5.8846,14.816,False
False,-0.0583,-0.0029,38.82,4.74,0.874,1.016,26.57,0.678,False,0.3477,3.5769,0.0,False
True,-0.0266,0.0078,25.9,5.88,1.402,1.326,34.04,0.573,False,0.3562,2.0153,2.998,False
False,-0.0266,0.0078,25.9,5.88,1.402,1.326,34.04,0.573,False,0.1816,3.8004,0.0,False
True,-0.0426,-0.0032,31.6,11.75,1.216,1.008,33.19,0.654,False,0.7097,2.6604,13.032,False
False,-0.0426,-0.0032,31.6,11.75,1.216,1.008,33.19,0.654,False,1.3653,1.4042,0.0,False
True,-0.0005,-0.0056,24.0,7.19,1.136,0.85,37.55,0.539,False,0.0647,4.6905,12.356,False
False,-0.0005,-0.0056,24.0,7.19,1.136,0.85,37.55,0.539,False,0.1417,2.9404,0.0,False
True,-0.0533,-0.0176,36.81,4.15,1.129,1.384,24.97,0.66,False,0.0778,11.4195,16.118,False
False,-0.0533,-0.0176,36.81,4.15,1.129,1.384,24.97,0.66,False,0.3325,2.9872,0.0,False
True,-0.0579,-0.006,27.8,14.67,0.999,1.348,32.99,0.515,False,0.7062,2.9409,14.032,False
False,-0.0579,-0.006,27.8,14.67,0.999,1.348,32.99,0.515,False,0.8941,2.503,0.0,False
True,-0.0623,0.0039,21.92,13.57,1.183,1.343,32.36,0.568,False,0.4116,4.7548,9.53,False
False,-0.0623,0.0039,21.92,13.57,1.183,1.343,32.36,0.568,False,0.304,6.5852,0.0,False
True,-0.0268,-0.0002,29.53,12.48,0.848,1.248,32.68,0.712,False,0.069,20.0515,11.308,False
False,-0.0268,-0.0002,29.53,12.48,0.848,1.248,32.68,0.712,False,1.9615,1.1976,0.0,False
True,0.022,0.0031,36.43,11.85,1.754,1.187,37.7,0.567,False,0.2668,1.7167,11.614,False
False,0.022,0.0031,36.43,11.85,1.754,1.187,37.7,0.567,False,2.6584,0.7993,0.0,True
True,0.0089,-0.0199,31.54,8.34,0.976,1.164,34.83,0.525,True,0.7756,0.6785,25.0,False
False,0.0089,-0.0199,31.54,8.34,0.976,1.164,34.83,0.525,True,0.6069,0.3523,0.0,False
True,-0.0063,-0.0171,28.01,14.13,1.023,1.053,28.37,0.444,False,0.1658,4.3933,17.114,False
False,-0.0063,-0.0171,28.01,14.13,1.023,1.053,28.37,0.444,False,0.1883,4.2283,0.0,False
True,-0.0256,-0.0149,42.75,10.98,1.521,1.262,26.67,0.563,True,0.7899,0.7445,15.468,False
False,-0.0256,-0.0149,42.75,10.98,1.521,1.262,26.67,0.563,True,0.7596,0.2605,0.0,False
True,-0.0114,-0.0119,25.68,3.25,1.465,0.715,24.19,0.438,False,0.0641,1.9406,15.126,False
False,-0.0114,-0.0119,25.68,3.25,1.465,0.715,24.19,0.438,False,0.3065,0.4716,0.0,False
True,-0.0084,-0.0196,24.33,6.4,1.593,1.131,26.42,0.401,False,0.0663,3.7297,18.402,False
False,-0.0084,-0.0196,24.33,6.4,1.593,1.131,26.42,0.401,False,0.3077,1.1283,0.0,False
True,-0.0073,-0.0031,44.0,3.54,0.862,0.893,31.96,0.487,False,0.0345,20.7507,13.248,False
False,-0.0073,-0.0031,44.0,3.54,0.862,0.893,31.96,0.487,False,0.1199,5.9505,0.0,False
True,-0.058,-0.0169,28.07,8.17,0.88,0.88,25.91,0.643,False,0.094,10.4361,14.664,False
False,-0.058,-0.0169,28.07,8.17,0.88,0.88,25.91,0.643,False,0.1965,4.9074,0.0,False
True,-0.0322,-0.0194,40.33,2.05,1.453,1.19,32.53,0.544,True,1.4389,0.4261,17.366,False
False,-0.0322,-0.0194,40.33,2.05,1.453,1.19,32.53,0.544,True,0.3337,1.2534,0.0,False
True,0.0248,-0.006,27.59,10.57,1.661,0.753,28.64,0.495,True,0.9873,0.2424,12.794,False
False,0.0248,-0.006,27.59,10.57,1.661,0.753,28.64,0.495,True,1.1836,0.2538,0.0,False
True,-0.0384,-0.0048,25.06,8.82,1.034,0.83,23.47,0.661,False,0.0237,21.4563,12.346,False
False,-0.0384,-0.0048,25.06,8.82,1.034,0.83,23.47,0.661,False,0.1947,2.6261,0.0,False
True,-0.0566,-0.0104,20.02,10.54,1.652,1.394,34.89,0.559,True,0.4786,2.4976,12.912,False
False,-0.0566,-0.0104,20.02,10.54,1.652,1.394,34.89,0.559,False,0.2889,5.8907,0.0,False
True,0.005,-0.0191,32.08,13.36,1.609,0.833,20.66,0.709,False,0.3691,1.9837,25.0,False
False,0.005,-0.0191,32.08,13.36,1.609,0.833,20.66,0.709,False,0.2477,3.5452,0.0,False
True,-0.0108,-0.0128,28.48,9.25,1.527,1.244,31.62,0.417,False,0.1312,5.4252,14.156,False
False,-0.0108,-0.0128,28.48,9.25,1.527,1.244,31.62,0.417,False,0.5443,1.1786,0.0,False
True,-0.0415,-0.017,39.58,8.37,0.907,0.821,24.32,0.493,False,0.1809,5.767,18.77,False
False,-0.0415,-0.017,39.58,8.37,0.907,0.821,24.32,0.493,False,0.2718,4.5925,0.0,False
True,-0.0058,-0.0068,37.2,5.07,1.212,0.825,30.9,0.478,False,0.1577,4.3193,12.522,False
False,-0.0058,-0.0068,37.2,5.07,1.212,0.825,30.9,0.478,False,0.6581,0.8267,0.0,False
True,-0.0054,-0.0073,36.17,2.9,1.714,1.217,23.74,0.545,False,0.0071,15.0829,12.236,False
False,-0.0054,-0.0073,36.17,2.9,1.714,1.217,23.74,0.545,False,0.296,0.8446,0.0,False
True,-0.0303,0.0071,42.4,14.01,0.991,1.021,36.21,0.598,False,0.2937,5.4401,2.998,False
False,-0.0303,0.0071,42.4,14.01,0.991,1.021,36.21,0.598,True,1.7047,0.4792,0.0,False
True,-0.0687,0.0043,41.51,12.63,0.937,0.819,29.78,0.452,True,2.247,0.848,9.738,False
False,-0.0687,0.0043,41.51,12.63,0.937,0.819,29.78,0.452,False,1.4174,1.4197,0.0,False
True,-0.0104,0.0007,30.59,7.63,0.973,0.844,25.93,0.417,False,0.0323,7.1296,13.856,False
False,-0.0104,0.0007,30.59,7.63,0.973,0.844,25.93,0.417,False,0.1222,2.1029,0.0,False
True,-0.0278,-0.0091,27.21,14.46,1.089,1.058,27.4,0.483,False,0.1636,6.2696,12.73,False
False,-0.0278,-0.0091,27.21,14.46,1.089,1.058,27.4,0.483,False,0.3139,3.132,0.0,False
True,-0.0103,0.0068,43.02,12.42,1.451,1.115,39.8,0.614,False,0.0312,34.0269,2.998,False
False,-0.0103,0.0068,43.02,12.42,1.451,1.115,39.8,0.614,False,0.13,8.062,0.0,False
True,-0.0137,-0.0044,40.09,9.7,1.436,0.96,32.44,0.773,False,0.0468,15.2632,13.146,False
False,-0.0137,-0.0044,40.09,9.7,1.436,0.96,32.44,0.773,True,0.8345,0.8441,0.0,False
True,-0.067,-0.014,35.99,5.58,1.309,1.258,36.2,0.712,False,2.0987,1.7859,12.136,True
False,-0.067,-0.014,35.99,5.58,1.309,1.258,36.2,0.712,True,0.3413,1.1351,0.0,False
True,-0.0175,-0.0024,37.61,2.67,0.916,0.898,21.69,0.738,False,0.0283,6.2573,12.024,False
False,-0.0175,-0.0024,37.61,2.67,0.916,0.898,21.69,0.738,False,0.1032,1.9365,0.0,False
True,-0.0367,-0.0197,31.45,4.76,1.686,0.791,33.72,0.705,True,0.3348,4.1023,20.058,False
False,-0.0367,-0.0197,31.45,4.76,1.686,0.791,33.72,0.705,True,0.4378,0.4314,0.0,False
True,-0.0476,-0.0026,40.96,9.31,0.887,0.961,30.98,0.682,False,0.3599,5.064,12.914,False
False,-0.0476,-0.0026,40.96,9.31,0.887,0.961,30.98,0.682,False,2.2885,0.9134,0.0,True
True,0.0152,-0.0118,41.68,4.79,1.646,1.093,35.22,0.426,True,0.9419,0.4945,15.09,False
False,0.0152,-0.0118,41.68,4.79,1.646,1.093,35.22,0.426,True,0.1215,3.5833,0.0,False
True,-0.018,0.0094,28.41,10.18,1.025,0.861,27.49,0.446,False,0.3005,1.8618,2.998,False
False,-0.018,0.0094,28.41,10.18,1.025,0.861,27.49,0.446,False,0.4011,1.3877,0.0,False
True,-0.0278,-0.0144,39.08,9.56,1.018,1.169,28.9,0.788,True,0.645,0.6144,15.536,False
False,-0.0278,-0.0144,39.08,9.56,1.018,1.169,28.9,0.788,True,0.7967,0.682,0.0,False
True,-0.0639,-0.0018,36.71,3.65,1.506,1.379,31.38,0.546,True,2.0449,0.6835,11.77,False
False,-0.0639,-0.0018,36.71,3.65,1.506,1.379,31.38,0.546,True,0.3341,0.5491,0.0,False
True,-0.0346,-0.0052,30.22,9.5,1.514,1.155,23.82,0.405,False,0.2746,1.8244,12.306,False
False,-0.0346,-0.0052,30.22,9.5,1.514,1.155,23.82,0.405,False,0.2332,2.1406,0.0,False
True,-0.0337,0.0025,33.75,3.14,1.613,0.93,21.48,0.655,False,0.0342,8.3199,9.618,False
False,-0.0337,0.0025,33.75,3.14,1.613,0.93,21.48,0.655,False,0.2068,1.8475,0.0,False
True,-0.0689,-0.0096,31.66,12.0,1.654,0.701,32.32,0.634,True,0.8325,0.5812,11.65,False
False,-0.0689,-0.0096,31.66,12.0,1.654,0.701,32.32,0.634,False,3.1617,0.6112,0.0,True
True,0.0041,0.0003,37.93,6.16,0.807,0.753,29.32,0.702,False,0.0254,9.2048,5.392,False
False,0.0041,0.0003,37.93,6.16,0.807,0.753,29.32,0.702,False,0.1146,3.028,0.0,False
True,-0.0288,0.0011,20.47,3.89,1.49,0.896,36.03,0.69,False,0.1847,1.8842,9.372,False
False,-0.0288,0.0011,20.47,3.89,1.49,0.896,36.03,0.69,False,0.1761,1.8804,0.0,False
True,-0.0069,-0.0015,32.78,2.75,1.498,1.014,39.06,0.522,False,0.1958,3.4151,13.624,False
False,-0.0069,-0.0015,32.78,2.75,1.498,1.014,39.06,0.522,True,0.5774,0.4914,0.0,False
True,-0.0487,0.0072,29.37,5.11,1.081,0.73,28.75,0.448,False,0.595,1.317,2.998,False
False,-0.0487,0.0072,29.37,5.11,1.081,0.73,28.75,0.448,False,0.1206,6.2746,0.0,False
True,-0.0317,-0.0021,31.27,6.77,1.534,1.376,27.12,0.596,False,0.1334,4.705,12.524,False
False,-0.0317,-0.0021,31.27,6.77,1.534,1.376,27.12,0.596,False,0.0791,7.914,0.0,False
True,-0.0064,0.0079,21.08,14.15,1.243,1.089,33.25,0.476,False,0.0836,9.022,2.998,False
False,-0.0064,0.0079,21.08,14.15,1.243,1.089,33.25,0.476,False,0.1434,5.5467,0.0,False
True,0.0073,-0.0077,24.24,11.18,0.941,0.787,27.09,0.711,False,0.0441,6.0301,12.652,False
False,0.0073,-0.0077,24.24,11.18,0.941,0.787,27.09,0.711,True,0.8052,0.5713,0.0,False
True,-0.011,-0.0158,31.01,2.52,0.946,1.11,24.14,0.403,False,0.1816,1.1318,15.502,False
False,-0.011,-0.0158,31.01,2.52,0.946,1.11,24.14,0.403,False,0.3323,0.8513,0.0,False
True,-0.0027,-0.0073,21.15,9.34,1.096,1.276,32.76,0.587,False,0.0213,11.3175,12.264,False
False,-0.0027,-0.0073,21.15,9.34,1.096,1.276,32.76,0.587,False,0.2637,1.3793,0.0,False
True,-0.0463,0.0027,23.29,6.44,1.384,0.882,30.38,0.734,False,0.2044,3.7101,9.412,False
False,-0.0463,0.0027,23.29,6.44,1.384,0.882,30.38,0.734,False,0.279,2.6072,0.0,False
True,-0.064,0.0083,41.24,5.32,1.037,0.849,28.01,0.628,False,0.1616,10.1185,2.998,False
False,-0.064,0.0083,41.24,5.32,1.037,0.849,28.01,0.628,False,0.2496,7.3832,0.0,False
True,-0.0276,-0.0086,43.79,6.67,1.053,1.035,38.75,0.723,True,0.5693,1.4777,12.9,False
False,-0.0276,-0.0086,43.79,6.67,1.053,1.035,38.75,0.723,True,0.1805,1.919,0.0,False
True,-0.0665,-0.0092,32.82,13.86,1.27,1.281,31.2,0.585,True,0.3263,2.6828,11.792,False
False,-0.0665,-0.0092,32.82,13.86,1.27,1.281,31.2,0.585,True,1.0511,1.7613,0.0,False
True,-0.0115,-0.0102,21.53,3.18,1.53,1.179,39.38,0.749,False,0.0216,6.8473,14.338,False
False,-0.0115,-0.0102,21.53,3.18,1.53,1.179,39.38,0.749,False,0.2833,1.1119,0.0,False
True,-0.0127,-0.0079,41.8,9.09,1.449,1.229,25.33,0.464,False,0.051,12.3112,12.32,False
False,-0.0127,-0.0079,41.8,9.09,1.449,1.229,25.33,0.464,False,0.1467,5.6651,0.0,False
True,-0.0413,-0.0024,37.16,8.62,1.553,0.704,21.35,0.447,False,0.2244,2.8401,14.156,False
False,-0.0413,-0.0024,37.16,8.62,1.553,0.704,21.35,0.447,False,0.2054,2.5365,0.0,False
True,-0.0535,-0.0111,24.08,3.63,1.574,1.077,37.48,0.536,True,1.0191,0.9884,12.332,False
False,-0.0535,-0.0111,24.08,3.63,1.574,1.077,37.48,0.536,True,0.442,0.408,0.0,False
True,-0.0434,-0.0035,31.88,13.69,1.721,1.133,22.23,0.71,False,0.2017,5.7018,12.952,False
False,-0.0434,-0.0035,31.88,13.69,1.721,1.133,22.23,0.71,False,0.4083,2.6946,0.0,False
True,-0.0242,0.0098,24.38,11.4,1.513,1.063,29.25,0.497,False,0.3339,2.2859,2.998,False
False,-0.0242,0.0098,24.38,11.4,1.513,1.063,29.25,0.497,False,0.1099,6.6403,0.0,False
True,-0.0359,0.0093,40.79,8.27,0.865,1.173,29.22,0.62,False,0.3599,3.6511,2.998,False
False,-0.0359,0.0093,40.79,8.27,0.865,1.173,29.22,0.62,False,0.2211,5.809,0.0,False
True,0.0085,-0.0148,21.78,13.14,1.288,1.318,25.4,0.593,False,0.0557,7.3857,19.16,False
False,0.0085,-0.0148,21.78,13.14,1.288,1.318,25.4,0.593,True,0.9599,0.4708,0.0,False
True,0.0036,-0.0015,27.7,8.88,1.057,0.839,39.48,0.729,False,0.11,4.2791,11.992,False
False,0.0036,-0.0015,27.7,8.88,1.057,0.839,39.48,0.729,False,0.2252,2.7013,0.0,False
True,-0.0148,0.0091,35.09,13.13,1.27,1.374,34.63,0.685,False,0.1145,8.6512,2.998,False
False,-0.0148,0.0091,35.09,13.13,1.27,1.374,34.63,0.685,False,0.1943,4.9103,0.0,False
True,0.015,-0.0067,23.11,13.54,0.894,1.107,39.65,0.406,False,0.2928,2.9044,12.232,False
False,0.015,-0.0067,23.11,13.54,0.894,1.107,39.65,0.406,True,0.8453,0.2702,0.0,False
True,-0.0646,0.0055,30.12,3.78,1.454,1.199,33.57,0.527,False,0.256,6.4273,2.998,False
False,-0.0646,0.0055,30.12,3.78,1.454,1.199,33.57,0.527,False,0.4255,4.1343,0.0,False
True,0.0064,-0.0012,35.11,11.08,1.126,1.34,36.4,0.747,False,0.3483,1.4354,12.578,False
False,0.0064,-0.0012,35.11,11.08,1.126,1.34,36.4,0.747,False,0.1647,3.2979,0.0,False
True,-0.0106,-0.0099,20.26,4.93,1.482,0.974,22.37,0.716,False,0.0074,6.8835,14.688,False
False,-0.0106,-0.0099,20.26,4.93,1.482,0.974,22.37,0.716,False,0.252,0.4735,0.0,False
True,-0.005,-0.0111,33.21,10.11,1.53,0.713,21.95,0.665,False,0.0259,12.5019,14.788,False
False,-0.005,-0.0111,33.21,10.11,1.53,0.713,21.95,0.665,False,1.0903,0.8499,0.0,False
True,-0.0176,0.0085,22.76,8.1,1.18,1.226,38.86,0.762,False,0.1588,5.1773,2.998,False
False,-0.0176,0.0085,22.76,8.1,1.18,1.226,38.86,0.762,False,0.2004,4.0006,0.0,False
True,-0.0528,-0.0126,25.03,7.98,1.503,1.302,21.16,0.577,False,0.0441,8.7179,14.376,False
False,-0.0528,-0.0126,25.03,7.98,1.503,1.302,21.16,0.577,False,0.2912,1.5294,0.0,False
True,-0.0025,0.0023,31.72,6.04,1.104,1.377,33.44,0.783,False,0.0022,186.9785,11.072,False
False,-0.0025,0.0023,31.72,6.04,1.104,1.377,33.44,0.783,False,0.288,1.4576,0.0,False
True,-0.0516,0.0052,44.1,13.89,1.206,0.883,22.29,0.626,False,0.3257,4.6914,11.126,False
False,-0.0516,0.0052,44.1,13.89,1.206,0.883,22.29,0.626,False,0.5212,2.966,0.0,False
True,-0.0444,-0.01,28.85,7.5,0.832,0.739,28.2,0.461,False,0.2848,2.4922,13.204,False
False,-0.0444,-0.01,28.85,7.5,0.832,0.739,28.2,0.461,False,0.1989,3.185,0.0,False
True,-0.0509,-0.0058,36.09,9.77,1.377,0.749,30.3,0.432,False,1.2228,1.3196,14.14,False
False,-0.0509,-0.0058,36.09,9.77,1.377,0.749,30.3,0.432,False,0.7032,2.3242,0.0,False
True,0.0155,0.0004,38.94,7.1,0.839,1.291,30.83,0.507,False,0.2381,1.4117,13.018,False
False,0.0155,0.0004,38.94,7.1,0.839,1.291,30.83,0.507,False,0.2677,1.2867,0.0,False
True,-0.0134,-0.0173,26.91,2.63,0.933,1.336,31.7,0.65,False,0.0547,5.0818,17.29,False
False,-0.0134,-0.0173,26.91,2.63,0.933,1.336,31.7,0.65,False,0.2281,1.6174,0.0,False
True,-0.0667,-0.0098,38.69,3.26,0.889,1.303,24.89,0.511,False,0.2074,7.2087,11.846,False
False,-0.0667,-0.0098,38.69,3.26,0.889,1.303,24.89,0.511,False,0.3057,4.9612,0.0,False
True,0.0168,-0.0122,23.92,3.49,1.325,0.923,20.51,0.78,False,0.0054,11.3989,17.442,False
False,0.0168,-0.0122,23.92,3.49,1.325,0.923,20.51,0.78,False,0.2809,0.2528,0.0,False
True,0.0074,-0.0104,32.33,11.38,1.71,0.774,29.47,0.427,False,0.0497,10.0309,16.77,False
False,0.0074,-0.0104,32.33,11.38,1.71,0.774,29.47,0.427,True,0.5577,0.7415,0.0,False
True,-0.045,0.0048,42.02,6.95,1.083,0.877,28.49,0.445,False,1.0241,1.4855,10.11,False
False,-0.045,0.0048,42.02,6.95,1.083,0.877,28.49,0.445,False,1.1021,1.4985,0.0,False
True,0.0137,0.0006,22.99,14.24,1.151,1.261,33.74,0.469,True,0.9047,0.1747,4.518,False
False,0.0137,0.0006,22.99,14.24,1.151,1.261,33.74,0.469,False,0.3305,1.4949,0.0,False
True,-0.0356,-0.0119,29.03,9.26,0.885,1.059,28.57,0.686,False,2.2237,0.6533,14.254,True
False,-0.0356,-0.0119,29.03,9.26,0.885,1.059,28.57,0.686,True,0.1844,1.3624,0.0,False
True,-0.06,-0.0085,44.58,11.86,1.191,1.046,38.82,0.799,True,1.3162,1.4414,13.812,False
False,-0.06,-0.0085,44.58,11.86,1.191,1.046,38.82,0.799,True,0.5127,0.7745,0.0,False
True,-0.0007,-0.0116,37.34,10.29,1.186,0.908,30.32,0.726,True,0.8733,0.5845,16.714,False
False,-0.0007,-0.0116,37.34,10.29,1.186,0.908,30.32,0.726,True,0.7622,0.6697,0.0,False
True,-0.0385,0.0054,36.65,12.33,1.714,0.885,30.53,0.785,False,0.2045,7.1344,2.998,False
False,-0.0385,0.0054,36.65,12.33,1.714,0.885,30.53,0.785,False,0.2122,6.7375,0.0,False
True,0.0135,-0.0047,39.79,10.37,1.11,1.031,28.19,0.49,False,0.3208,1.1445,11.562,False
False,0.0135,-0.0047,39.79,10.37,1.11,1.031,28.19,0.49,False,0.0978,4.6331,0.0,False
True,-0.0377,-0.0012,32.73,11.51,1.649,0.976,38.99,0.745,True,1.6833,1.053,13.44,False
False,-0.0377,-0.0012,32.73,11.51,1.649,0.976,38.99,0.745,False,0.2277,6.8268,0.0,False
True,0.0161,0.0077,24.82,14.37,1.177,1.184,31.17,0.656,False,0.0956,4.6479,2.998,False
False,0.0161,0.0077,24.82,14.37,1.177,1.184,31.17,0.656,False,0.1914,2.4312,0.0,False
True,-0.0518,0.0067,35.68,11.44,1.411,1.307,29.62,0.707,False,0.2132,8.1801,2.998,False
False,-0.0518,0.0067,35.68,11.44,1.411,1.307,29.62,0.707,False,2.6616,0.7757,0.0,True
True,0.018,-0.0025,32.96,14.5,1.669,0.931,30.63,0.496,False,0.235,1.9123,14.698,False
False,0.018,-0.0025,32.96,14.5,1.669,0.931,30.63,0.496,False,0.0654,7.5786,0.0,False
True,-0.0391,-0.0152,35.9,12.06,0.931,0.747,20.62,0.53,False,0.0504,13.5809,13.764,False
False,-0.0391,-0.0152,35.9,12.06,0.931,0.747,20.62,0.53,False,0.3754,2.049,0.0,False
True,-0.0305,-0.0137,36.87,14.45,1.302,0.958,35.74,0.621,True,0.9787,0.6593,15.6,False
False,-0.0305,-0.0137,36.87,14.45,1.302,0.958,35.74,0.621,True,0.8699,0.3283,0.0,False
True,-0.0554,-0.0184,31.96,8.16,0.963,1.015,28.63,0.63,False,0.5619,2.5994,17.146,False
False,-0.0554,-0.0184,31.96,8.16,0.963,1.015,28.63,0.63,True,0.56,1.5382,0.0,False
True,0.0228,0.0062,22.86,8.76,1.658,0.993,28.48,0.684,False,0.0212,10.847,2.998,False
False,0.0228,0.0062,22.86,8.76,1.658,0.993,28.48,0.684,False,0.4712,0.588,0.0,False
True,-0.0372,-0.0107,37.89,5.81,1.209,0.903,35.05,0.402,True,0.7815,0.4308,12.484,False
False,-0.0372,-0.0107,37.89,5.81,1.209,0.903,35.05,0.402,True,0.6131,1.8984,0.0,False
True,-0.0286,0.0003,29.59,11.92,1.226,1.379,38.08,0.504,False,0.4388,3.5577,9.49,False
