Amplitude_Deg,Frequency_Hz,Start_Amp_Mult,Start_Freq_Mult,Fell,Distance_Traversed,CoT,Passed,Avg_Velocity
32.30769230769231,0.535897435897436,1.5777777777777777,0.8555555555555555,False,1.2271,0.4387,False,0.06135500000000001
32.30769230769231,0.5415384615384616,1.2444444444444445,0.7,False,1.525,0.4349,False,0.07625
32.30769230769231,0.5471794871794873,1.3555555555555556,0.9333333333333333,False,0.8813,1.0553,False,0.044065
32.30769230769231,0.5528205128205128,1.4666666666666668,1.011111111111111,False,1.0425,0.6284,False,0.052125
32.30769230769231,0.5584615384615386,1.3555555555555556,1.2444444444444445,False,1.1254,0.6974,False,0.05627
32.30769230769231,0.5641025641025641,1.3555555555555556,1.4,False,1.2612,0.4949,False,0.06306
32.30769230769231,0.5697435897435899,1.0222222222222221,1.3222222222222222,False,1.4046,0.4586,False,0.07023
32.30769230769231,0.5753846153846154,1.8,0.7777777777777777,False,2.6288,0.3577,True,0.13144
32.30769230769231,0.5810256410256411,0.8,0.7,False,1.7,0.4527,False,0.08499999999999999
32.30769230769231,0.5866666666666667,0.9111111111111112,1.1666666666666665,False,1.9855,0.373,False,0.099275
32.30769230769231,0.5923076923076923,1.3555555555555556,0.8555555555555555,False,0.9125,0.3772,False,0.045625
32.30769230769231,0.597948717948718,1.5777777777777777,1.011111111111111,False,1.1414,0.4812,False,0.057069999999999996
32.30769230769231,0.6035897435897436,1.3555555555555556,1.011111111111111,False,1.3468,0.4436,False,0.06734
32.30769230769231,0.6092307692307692,1.6888888888888889,1.3222222222222222,False,0.8524,0.402,False,0.042620000000000005
32.30769230769231,0.6148717948717949,1.6888888888888889,1.2444444444444445,False,1.8479,0.3028,False,0.092395
32.30769230769231,0.6205128205128205,1.1333333333333333,1.4,False,1.0626,0.5995,False,0.05313
32.30769230769231,0.6261538461538462,1.4666666666666668,1.2444444444444445,False,1.2422,0.4018,False,0.06211
32.30769230769231,0.6317948717948718,1.8,1.3222222222222222,False,1.1328,0.706,False,0.05664
32.30769230769231,0.6374358974358975,0.8,1.3222222222222222,False,0.649,0.4112,False,0.03245
32.30769230769231,0.6430769230769231,1.4666666666666668,1.011111111111111,False,1.4368,0.5382,False,0.07184
32.30769230769231,0.6487179487179487,1.8,1.2444444444444445,False,1.1617,0.5991,False,0.058085
32.30769230769231,0.6543589743589744,1.1333333333333333,1.2444444444444445,False,1.3091,0.542,False,0.065455
32.30769230769231,0.66,1.1333333333333333,1.1666666666666665,False,1.0708,0.559,False,0.05354
32.69230769230769,0.44000000000000006,1.1333333333333333,1.3222222222222222,False,0.773,0.6218,False,0.038650000000000004
32.69230769230769,0.4456410256410257,1.2444444444444445,1.0888888888888888,False,1.5764,0.304,False,0.07882
32.69230769230769,0.45128205128205134,1.4666666666666668,1.011111111111111,False,1.7851,0.4219,False,0.089255
32.69230769230769,0.456923076923077,1.5777777777777777,1.2444444444444445,False,1.7051,0.44,False,0.085255
32.69230769230769,0.46256410256410263,1.3555555555555556,1.1666666666666665,False,0.759,0.5875,False,0.03795
32.69230769230769,0.4682051282051283,1.6888888888888889,0.7,False,1.2539,0.4776,False,0.062695
32.69230769230769,0.4738461538461539,1.3555555555555556,1.011111111111111,False,1.1756,0.46,False,0.05878
32.69230769230769,0.47948717948717956,1.3555555555555556,1.1666666666666665,False,1.1142,0.4498,False,0.05571
32.69230769230769,0.4851282051282052,1.3555555555555556,1.3222222222222222,False,0.8515,0.5731,False,0.042575
32.69230769230769,0.49076923076923085,1.4666666666666668,1.2444444444444445,False,1.2454,0.7176,False,0.062270000000000006
32.69230769230769,0.4964102564102565,1.8,1.0888888888888888,False,1.3228,0.4923,False,0.06614
32.69230769230769,0.5020512820512821,1.3555555555555556,0.9333333333333333,False,1.1723,0.3297,False,0.058614999999999993
32.69230769230769,0.5076923076923078,1.4666666666666668,0.7777777777777777,False,0.8505,0.5121,False,0.042525
32.69230769230769,0.5133333333333334,1.6888888888888889,0.7777777777777777,False,0.9588,0.4164,False,0.047939999999999997
32.69230769230769,0.5189743589743591,1.1333333333333333,1.1666666666666665,False,1.1167,0.4636,False,0.055835
32.69230769230769,0.5246153846153847,1.1333333333333333,0.7,False,1.633,0.413,False,0.08165
32.69230769230769,0.5302564102564103,0.9111111111111112,1.3222222222222222,False,1.313,0.4025,False,0.06565
32.69230769230769,0.535897435897436,1.2444444444444445,0.7777777777777777,False,1.4475,0.3822,False,0.072375
32.69230769230769,0.5415384615384616,1.6888888888888889,1.3222222222222222,False,1.0421,0.5092,False,0.052105
32.69230769230769,0.5471794871794873,1.1333333333333333,0.7777777777777777,False,0.6682,0.9464,False,0.03341
32.69230769230769,0.5528205128205128,1.0222222222222221,1.2444444444444445,False,1.2155,0.5343,False,0.060775
32.69230769230769,0.5584615384615386,1.8,0.7777777777777777,False,2.3412,0.4363,True,0.11706000000000001
32.69230769230769,0.5641025641025641,0.9111111111111112,1.2444444444444445,False,1.7682,0.4738,False,0.08841
32.69230769230769,0.5697435897435899,1.1333333333333333,1.2444444444444445,False,2.1018,0.276,True,0.10508999999999999
32.69230769230769,0.5753846153846154,0.8,0.9333333333333333,False,1.2519,0.4996,False,0.062595
32.69230769230769,0.5810256410256411,1.3555555555555556,1.2444444444444445,False,0.8276,0.4994,False,0.04138
32.69230769230769,0.5866666666666667,0.9111111111111112,1.1666666666666665,False,1.2203,0.6035,False,0.061015
32.69230769230769,0.5923076923076923,0.8,1.3222222222222222,False,0.7496,0.5646,False,0.03748
32.69230769230769,0.597948717948718,1.0222222222222221,1.3222222222222222,False,1.3051,0.4384,False,0.065255
32.69230769230769,0.6035897435897436,1.1333333333333333,1.1666666666666665,False,1.2307,0.4889,False,0.06153499999999999
32.69230769230769,0.6092307692307692,1.1333333333333333,0.7777777777777777,False,1.1607,0.7962,False,0.058035
32.69230769230769,0.6148717948717949,1.2444444444444445,0.7777777777777777,False,1.2952,0.4828,False,0.06476
32.69230769230769,0.6205128205128205,1.6888888888888889,0.8555555555555555,False,1.6561,0.3915,False,0.08280499999999999
32.69230769230769,0.6261538461538462,1.8,0.8555555555555555,False,1.3736,0.5012,False,0.06867999999999999
32.69230769230769,0.6317948717948718,1.3555555555555556,0.8555555555555555,False,1.0092,0.4321,False,0.050460000000000005
32.69230769230769,0.6374358974358975,1.2444444444444445,1.0888888888888888,False,1.133,0.4473,False,0.05665
32.69230769230769,0.6430769230769231,1.6888888888888889,1.011111111111111,False,1.0199,0.4684,False,0.050995
32.69230769230769,0.6487179487179487,0.8,0.8555555555555555,False,0.8756,0.7178,False,0.04378
32.69230769230769,0.6543589743589744,1.3555555555555556,1.0888888888888888,False,1.2693,0.457,False,0.06346500000000001
32.69230769230769,0.66,1.3555555555555556,1.011111111111111,False,1.3779,0.4356,False,0.068895
33.07692307692308,0.44000000000000006,0.8,1.0888888888888888,False,1.758,0.3679,False,0.0879
33.07692307692308,0.4456410256410257,1.6888888888888889,1.1666666666666665,False,1.2885,0.4702,False,0.064425
33.07692307692308,0.45128205128205134,1.2444444444444445,1.4,False,1.469,0.3539,False,0.07345
33.07692307692308,0.456923076923077,1.8,1.4,False,1.0854,0.6784,False,0.05427
33.07692307692308,0.46256410256410263,1.2444444444444445,1.4,False,1.299,0.5302,False,0.06495
33.07692307692308,0.4682051282051283,1.8,0.7777777777777777,False,1.2141,0.716,False,0.060704999999999995
33.07692307692308,0.4738461538461539,0.8,0.9333333333333333,False,1.1703,0.4295,False,0.058515
33.07692307692308,0.47948717948717956,1.1333333333333333,1.011111111111111,False,1.1469,0.5604,False,0.057345
33.07692307692308,0.4851282051282052,1.8,1.3222222222222222,False,1.1518,0.4268,False,0.057589999999999995
33.07692307692308,0.49076923076923085,1.0222222222222221,0.7,False,1.1035,0.4509,False,0.055174999999999995
33.07692307692308,0.4964102564102565,1.6888888888888889,0.7777777777777777,False,0.7713,0.7569,False,0.038565
33.07692307692308,0.5020512820512821,1.3555555555555556,0.7777777777777777,False,1.1809,0.3651,False,0.059045
33.07692307692308,0.5076923076923078,1.2444444444444445,0.7777777777777777,False,1.1767,0.6762,False,0.058835000000000005
33.07692307692308,0.5133333333333334,1.2444444444444445,0.7777777777777777,False,1.1227,0.4743,False,0.056135000000000004
33.07692307692308,0.5189743589743591,1.5777777777777777,0.7777777777777777,False,1.7914,0.4444,False,0.08957000000000001
33.07692307692308,0.5246153846153847,1.1333333333333333,0.7777777777777777,False,1.2835,0.5973,False,0.06417500000000001
33.07692307692308,0.5302564102564103,0.8,1.1666666666666665,False,1.0371,0.5469,False,0.051855
33.07692307692308,0.535897435897436,1.4666666666666668,1.1666666666666665,False,1.6001,0.5015,False,0.080005
33.07692307692308,0.5415384615384616,1.6888888888888889,0.9333333333333333,False,0.6523,0.9683,False,0.032615
33.07692307692308,0.5471794871794873,1.5777777777777777,1.1666666666666665,False,1.2559,0.6046,False,0.062795
33.07692307692308,0.5528205128205128,1.3555555555555556,1.0888888888888888,False,0.772,0.9066,False,0.0386
33.07692307692308,0.5584615384615386,1.0222222222222221,1.4,False,0.9127,0.6514,False,0.045634999999999995
33.07692307692308,0.5641025641025641,1.6888888888888889,0.8555555555555555,False,1.0615,0.6937,False,0.053075000000000004
33.07692307692308,0.5697435897435899,1.6888888888888889,0.7,False,1.9327,0.4245,False,0.096635
33.07692307692308,0.5753846153846154,1.4666666666666668,0.7777777777777777,False,1.2313,0.6403,False,0.061565
33.07692307692308,0.5810256410256411,1.6888888888888889,1.2444444444444445,False,1.1937,0.5229,False,0.059685
33.07692307692308,0.5866666666666667,1.3555555555555556,0.7,False,3.0272,0.3045,True,0.15136
33.07692307692308,0.5923076923076923,1.8,1.1666666666666665,False,1.1743,0.4666,False,0.058714999999999996
33.07692307692308,0.597948717948718,1.2444444444444445,0.9333333333333333,False,0.7723,0.5173,False,0.038615
33.07692307692308,0.6035897435897436,0.8,1.0888888888888888,False,0.8245,0.579,False,0.041225
33.07692307692308,0.6092307692307692,1.1333333333333333,0.8555555555555555,False,1.3201,0.4076,False,0.06600500000000001
33.07692307692308,0.6148717948717949,1.3555555555555556,0.7777777777777777,False,1.0491,0.5624,False,0.052454999999999995
33.07692307692308,0.6205128205128205,1.2444444444444445,0.8555555555555555,False,1.9627,0.3588,False,0.098135
33.07692307692308,0.6261538461538462,1.1333333333333333,0.7,False,0.9637,0.6999,False,0.048185
33.07692307692308,0.6317948717948718,0.8,1.4,False,0.8073,0.4947,False,0.040365
33.07692307692308,0.6374358974358975,1.6888888888888889,1.011111111111111,False,1.7817,0.3461,False,0.089085
33.07692307692308,0.6430769230769231,1.5777777777777777,1.3222222222222222,False,1.157,0.7068,False,0.05785
33.07692307692308,0.6487179487179487,1.1333333333333333,1.3222222222222222,False,0.9065,0.6264,False,0.045325
33.07692307692308,0.6543589743589744,1.8,1.011111111111111,False,0.8917,0.8647,False,0.044585
33.07692307692308,0.66,1.4666666666666668,1.1666666666666665,False,1.1657,0.3978,False,0.058285
33.46153846153846,0.44000000000000006,1.8,1.0888888888888888,False,1.543,0.3957,False,0.07715
33.46153846153846,0.4456410256410257,0.9111111111111112,1.011111111111111,False,1.2733,0.3941,False,0.063665
33.46153846153846,0.45128205128205134,1.0222222222222221,1.3222222222222222,False,0.9374,0.7874,False,0.04687
33.46153846153846,0.456923076923077,1.2444444444444445,1.1666666666666665,False,1.9021,0.4752,False,0.095105
33.46153846153846,0.46256410256410263,1.6888888888888889,1.2444444444444445,False,1.1679,0.6623,False,0.058394999999999996
33.46153846153846,0.4682051282051283,1.0222222222222221,1.2444444444444445,False,1.1099,0.4747,False,0.055495
33.46153846153846,0.4738461538461539,1.5777777777777777,1.1666666666666665,False,1.1068,0.4283,False,0.05534
33.46153846153846,0.47948717948717956,1.3555555555555556,1.0888888888888888,False,1.1495,0.4978,False,0.057475
33.46153846153846,0.4851282051282052,1.6888888888888889,1.3222222222222222,False,1.2964,0.4196,False,0.06482
33.46153846153846,0.49076923076923085,1.4666666666666668,1.4,False,0.9662,0.7515,False,0.04831
33.46153846153846,0.4964102564102565,1.0222222222222221,1.2444444444444445,False,1.5243,0.4225,False,0.076215
33.46153846153846,0.5020512820512821,0.8,1.011111111111111,False,1.5509,0.3336,False,0.077545
33.46153846153846,0.5076923076923078,1.4666666666666668,0.9333333333333333,False,1.1061,0.5328,False,0.05530500000000001
33.46153846153846,0.5133333333333334,1.4666666666666668,0.9333333333333333,False,1.1796,0.6838,False,0.05898
33.46153846153846,0.5189743589743591,1.1333333333333333,1.2444444444444445,False,1.0735,0.6231,False,0.053674999999999994
33.46153846153846,0.5246153846153847,1.3555555555555556,1.011111111111111,False,1.366,0.7044,False,0.0683
33.46153846153846,0.5302564102564103,0.8,1.1666666666666665,False,1.1677,0.7355,False,0.058385
33.46153846153846,0.535897435897436,0.8,0.7,False,1.4177,0.5197,False,0.070885
33.46153846153846,0.5415384615384616,0.9111111111111112,1.2444444444444445,False,0.7737,1.6112,False,0.038685000000000004
33.46153846153846,0.5471794871794873,1.5777777777777777,1.1666666666666665,False,1.0177,0.5513,False,0.050885
33.46153846153846,0.5528205128205128,1.1333333333333333,1.011111111111111,False,1.1432,0.5187,False,0.05716
33.46153846153846,0.5584615384615386,1.5777777777777777,1.4,False,2.1339,0.396,True,0.10669500000000001
33.46153846153846,0.5641025641025641,1.5777777777777777,0.8555555555555555,False,1.1302,0.6094,False,0.056510000000000005
33.46153846153846,0.5697435897435899,0.9111111111111112,1.2444444444444445,False,1.4744,0.4716,False,0.07372
33.46153846153846,0.5753846153846154,0.9111111111111112,1.0888888888888888,False,1.5709,0.6321,False,0.078545
33.46153846153846,0.5810256410256411,0.8,0.7,False,1.619,0.4973,False,0.08095
33.46153846153846,0.5866666666666667,0.8,0.7777777777777777,False,1.464,0.439,False,0.0732
33.46153846153846,0.5923076923076923,1.2444444444444445,1.2444444444444445,False,1.109,0.4739,False,0.05545
33.46153846153846,0.597948717948718,1.0222222222222221,0.9333333333333333,False,0.7197,0.4669,False,0.035985
33.46153846153846,0.6035897435897436,1.6888888888888889,1.3222222222222222,False,1.4436,0.4519,False,0.07218
33.46153846153846,0.6092307692307692,1.8,1.0888888888888888,False,0.9534,0.687,False,0.047670000000000004
33.46153846153846,0.6148717948717949,1.6888888888888889,0.8555555555555555,False,0.8592,0.469,False,0.04296
33.46153846153846,0.6205128205128205,1.0222222222222221,1.2444444444444445,False,0.8203,0.8259,False,0.041015
33.46153846153846,0.6261538461538462,1.8,1.3222222222222222,False,1.7093,0.3842,False,0.085465
33.46153846153846,0.6317948717948718,1.2444444444444445,0.8555555555555555,False,1.1602,0.4932,False,0.05800999999999999
33.46153846153846,0.6374358974358975,1.0222222222222221,0.9333333333333333,False,1.3506,0.5966,False,0.06753
33.46153846153846,0.6430769230769231,1.8,0.7777777777777777,False,1.0687,0.728,False,0.053434999999999996
33.46153846153846,0.6487179487179487,1.8,1.0888888888888888,False,0.9663,0.5188,False,0.048315000000000004
33.46153846153846,0.6543589743589744,1.0222222222222221,1.3222222222222222,False,1.4151,0.3619,False,0.070755
33.46153846153846,0.66,1.6888888888888889,1.2444444444444445,False,1.2499,0.7199,False,0.062495
33.84615384615385,0.44000000000000006,0.9111111111111112,1.1666666666666665,False,0.9561,0.6048,False,0.047805
33.84615384615385,0.4456410256410257,0.8,1.4,False,1.3081,0.312,False,0.065405
33.84615384615385,0.45128205128205134,1.1333333333333333,1.3222222222222222,False,1.2486,0.4022,False,0.06243
33.84615384615385,0.456923076923077,0.9111111111111112,1.3222222222222222,False,1.4256,0.5163,False,0.07128
33.84615384615385,0.46256410256410263,1.3555555555555556,1.4,False,1.5401,0.4203,False,0.077005
33.84615384615385,0.4682051282051283,0.8,0.9333333333333333,False,1.3086,0.4466,False,0.06543
33.84615384615385,0.4738461538461539,1.8,0.9333333333333333,False,1.255,0.458,False,0.06275
33.84615384615385,0.47948717948717956,1.3555555555555556,1.4,False,1.2657,0.4928,False,0.06328500000000001
33.84615384615385,0.4851282051282052,1.2444444444444445,1.1666666666666665,False,1.8673,0.3662,False,0.093365
33.84615384615385,0.49076923076923085,0.8,1.011111111111111,False,0.9669,0.5752,False,0.048345
33.84615384615385,0.4964102564102565,1.3555555555555556,0.8555555555555555,False,1.1094,0.5667,False,0.05547
33.84615384615385,0.5020512820512821,1.8,0.8555555555555555,False,1.3931,0.4531,False,0.069655
33.84615384615385,0.5076923076923078,1.8,1.011111111111111,False,0.9644,0.7898,False,0.04822
33.84615384615385,0.5133333333333334,1.4666666666666668,1.1666666666666665,False,1.5866,0.3714,False,0.07933
33.84615384615385,0.5189743589743591,1.1333333333333333,0.7777777777777777,False,1.2124,0.6488,False,0.06061999999999999
33.84615384615385,0.5246153846153847,1.1333333333333333,1.011111111111111,False,1.4314,0.4111,False,0.07157
33.84615384615385,0.5302564102564103,1.8,1.011111111111111,False,1.7546,0.3997,False,0.08773
33.84615384615385,0.535897435897436,1.6888888888888889,1.1666666666666665,False,1.0951,0.7411,False,0.054755
33.84615384615385,0.5415384615384616,1.8,1.0888888888888888,False,2.1769,0.5344,True,0.108845
33.84615384615385,0.5471794871794873,1.0222222222222221,0.7777777777777777,False,0.6283,1.0887,False,0.031415
33.84615384615385,0.5528205128205128,1.5777777777777777,0.8555555555555555,False,1.1892,0.7258,False,0.05946
33.84615384615385,0.5584615384615386,1.6888888888888889,0.9333333333333333,False,1.8154,0.5207,False,0.09076999999999999
33.84615384615385,0.5641025641025641,1.4666666666666668,1.011111111111111,False,0.7589,0.775,False,0.037945
33.84615384615385,0.5697435897435899,1.0222222222222221,1.011111111111111,False,1.5126,0.2854,False,0.07563
33.84615384615385,0.5753846153846154,1.0222222222222221,1.4,False,1.6538,0.4652,False,0.08269
33.84615384615385,0.5810256410256411,1.8,1.3222222222222222,False,1.1916,0.6484,False,0.05958
33.84615384615385,0.5866666666666667,0.8,0.7777777777777777,False,0.7332,0.4736,False,0.03666
33.84615384615385,0.5923076923076923,1.1333333333333333,0.7777777777777777,False,1.0082,0.4755,False,0.050409999999999996
33.84615384615385,0.597948717948718,0.8,1.1666666666666665,False,1.2562,0.4827,False,0.06281
33.84615384615385,0.6035897435897436,1.2444444444444445,1.0888888888888888,False,1.1125,0.4315,False,0.055625
33.84615384615385,0.6092307692307692,1.1333333333333333,1.011111111111111,False,1.0722,0.9045,False,0.053610000000000005
33.84615384615385,0.6148717948717949,1.2444444444444445,1.2444444444444445,False,1.9883,0.3527,False,0.099415
33.84615384615385,0.6205128205128205,1.3555555555555556,1.0888888888888888,False,0.7605,0.5272,False,0.038024999999999996
33.84615384615385,0.6261538461538462,1.1333333333333333,0.8555555555555555,False,1.2334,0.5946,False,0.06167
33.84615384615385,0.6317948717948718,0.8,0.7,False,0.8133,0.6183,False,0.040665
33.84615384615385,0.6374358974358975,1.3555555555555556,0.7777777777777777,False,1.1642,0.6466,False,0.05821
33.84615384615385,0.6430769230769231,1.3555555555555556,1.1666666666666665,False,0.8752,0.3464,False,0.04376
33.84615384615385,0.6487179487179487,0.8,1.011111111111111,False,1.807,0.3579,False,0.09035
33.84615384615385,0.6543589743589744,1.2444444444444445,1.4,False,1.4146,0.3558,False,0.07073
33.84615384615385,0.66,1.2444444444444445,1.2444444444444445,False,0.9427,0.4569,False,0.047134999999999996
34.23076923076923,0.44000000000000006,1.8,1.3222222222222222,False,1.5998,0.3193,False,0.07999
34.23076923076923,0.4456410256410257,0.8,1.3222222222222222,False,1.1149,0.3848,False,0.055745
34.23076923076923,0.45128205128205134,1.5777777777777777,1.2444444444444445,False,1.158,0.4881,False,0.05789999999999999
34.23076923076923,0.456923076923077,0.9111111111111112,0.9333333333333333,False,1.6323,0.5205,False,0.08161500000000001
34.23076923076923,0.46256410256410263,1.0222222222222221,1.4,False,1.3657,0.5186,False,0.068285
34.23076923076923,0.4682051282051283,1.6888888888888889,0.8555555555555555,False,1.5317,0.47,False,0.076585
34.23076923076923,0.4738461538461539,1.5777777777777777,0.8555555555555555,False,1.6414,0.3499,False,0.08207
34.23076923076923,0.47948717948717956,1.4666666666666668,0.7,False,1.1119,0.6134,False,0.055595000000000006
34.23076923076923,0.4851282051282052,0.9111111111111112,0.8555555555555555,False,1.3119,0.4269,False,0.065595
34.23076923076923,0.49076923076923085,1.8,1.2444444444444445,False,1.0771,0.5084,False,0.053855
34.23076923076923,0.4964102564102565,1.5777777777777777,0.9333333333333333,False,1.0506,0.404,False,0.05253
34.23076923076923,0.5020512820512821,1.1333333333333333,1.1666666666666665,False,1.1986,0.4977,False,0.059930000000000004
34.23076923076923,0.5076923076923078,1.1333333333333333,1.011111111111111,False,1.0655,0.7833,False,0.053274999999999996
34.23076923076923,0.5133333333333334,1.1333333333333333,1.4,False,1.4908,0.5339,False,0.07454
34.23076923076923,0.5189743589743591,1.6888888888888889,1.0888888888888888,False,1.2912,0.5092,False,0.06455999999999999
34.23076923076923,0.5246153846153847,1.6888888888888889,0.7777777777777777,False,0.9593,1.0254,False,0.047965
34.23076923076923,0.5302564102564103,1.4666666666666668,0.7,False,1.4899,0.5309,False,0.074495
34.23076923076923,0.535897435897436,1.2444444444444445,1.011111111111111,False,1.371,0.7441,False,0.06855
34.23076923076923,0.5415384615384616,1.1333333333333333,1.4,False,0.8512,1.0645,False,0.04256
34.23076923076923,0.5471794871794873,1.1333333333333333,0.9333333333333333,False,1.4331,0.6189,False,0.071655
34.23076923076923,0.5528205128205128,1.2444444444444445,1.4,False,1.1916,0.687,False,0.05958
34.23076923076923,0.5584615384615386,1.3555555555555556,1.011111111111111,False,1.348,0.5008,False,0.0674
34.23076923076923,0.5641025641025641,0.8,1.2444444444444445,False,1.6998,0.4356,False,0.08499
34.23076923076923,0.5697435897435899,1.4666666666666668,0.7777777777777777,False,1.5714,0.4689,False,0.07857
34.23076923076923,0.5753846153846154,1.1333333333333333,0.9333333333333333,False,1.4013,0.4283,False,0.070065
34.23076923076923,0.5810256410256411,0.9111111111111112,1.3222222222222222,False,1.8247,0.5072,False,0.091235
34.23076923076923,0.5866666666666667,1.1333333333333333,0.9333333333333333,False,1.2277,0.4742,False,0.061385
34.23076923076923,0.5923076923076923,0.8,1.011111111111111,False,1.1346,0.8018,False,0.05673
34.23076923076923,0.597948717948718,1.8,1.2444444444444445,False,1.5201,0.4077,False,0.076005
34.23076923076923,0.6035897435897436,1.5777777777777777,1.3222222222222222,False,1.1161,0.6654,False,0.05580500000000001
34.23076923076923,0.6092307692307692,1.2444444444444445,0.7777777777777777,False,1.1457,0.5282,False,0.057284999999999996
34.23076923076923,0.6148717948717949,1.3555555555555556,0.9333333333333333,False,0.9113,0.5997,False,0.045565
34.23076923076923,0.6205128205128205,1.3555555555555556,0.7777777777777777,False,1.6656,0.4395,False,0.08327999999999999
34.23076923076923,0.6261538461538462,1.0222222222222221,0.9333333333333333,False,1.0801,0.4374,False,0.054005000000000004
34.23076923076923,0.6317948717948718,1.5777777777777777,0.7,False,1.5065,0.5415,False,0.075325
34.23076923076923,0.6374358974358975,1.5777777777777777,1.0888888888888888,False,0.9861,0.5254,False,0.049305
34.23076923076923,0.6430769230769231,1.6888888888888889,0.9333333333333333,False,0.8638,0.659,False,0.04319
34.23076923076923,0.6487179487179487,1.3555555555555556,0.7,False,0.8728,0.6587,False,0.04364
34.23076923076923,0.6543589743589744,1.2444444444444445,1.2444444444444445,False,0.8554,0.6732,False,0.04277
34.23076923076923,0.66,1.8,0.7777777777777777,False,1.0184,0.4514,False,0.05092
34.61538461538461,0.44000000000000006,1.5777777777777777,1.0888888888888888,False,1.5319,0.5518,False,0.076595
34.61538461538461,0.4456410256410257,1.3555555555555556,1.4,False,1.5553,0.4117,False,0.077765
34.61538461538461,0.45128205128205134,1.3555555555555556,1.1666666666666665,False,1.6705,0.3268,False,0.083525
34.61538461538461,0.456923076923077,1.4666666666666668,1.2444444444444445,False,1.7951,0.4965,False,0.089755
34.61538461538461,0.46256410256410263,1.4666666666666668,1.3222222222222222,False,1.219,0.5343,False,0.060950000000000004
34.61538461538461,0.4682051282051283,1.1333333333333333,0.7777777777777777,False,1.5234,0.4413,False,0.07617
34.61538461538461,0.4738461538461539,1.6888888888888889,1.1666666666666665,False,1.5098,0.4068,False,0.07549
34.61538461538461,0.47948717948717956,0.9111111111111112,0.9333333333333333,False,1.0423,0.7362,False,0.052115
34.61538461538461,0.4851282051282052,1.5777777777777777,1.4,False,1.2284,0.6464,False,0.061419999999999995
34.61538461538461,0.49076923076923085,0.8,1.1666666666666665,False,1.3336,0.3606,False,0.06667999999999999
34.61538461538461,0.4964102564102565,0.9111111111111112,0.7,False,1.6645,0.5076,False,0.08322500000000001
34.61538461538461,0.5020512820512821,1.0222222222222221,1.0888888888888888,False,1.1033,0.4436,False,0.055165
34.61538461538461,0.5076923076923078,0.9111111111111112,0.8555555555555555,False,1.2653,0.4863,False,0.063265
34.61538461538461,0.5133333333333334,1.0222222222222221,0.8555555555555555,False,1.2338,0.5634,False,0.06169
34.61538461538461,0.5189743589743591,1.2444444444444445,1.4,False,1.9933,0.4004,False,0.099665
34.61538461538461,0.5246153846153847,1.8,1.1666666666666665,False,1.4411,0.5969,False,0.07205500000000001
34.61538461538461,0.5302564102564103,0.9111111111111112,0.8555555555555555,False,1.1123,0.7334,False,0.055615000000000005
34.61538461538461,0.535897435897436,1.2444444444444445,1.4,False,1.3773,0.6517,False,0.068865
34.61538461538461,0.5415384615384616,1.4666666666666668,1.2444444444444445,False,1.8518,0.4529,False,0.09258999999999999
34.61538461538461,0.5471794871794873,1.1333333333333333,1.0888888888888888,False,1.0541,0.661,False,0.052705
34.61538461538461,0.5528205128205128,0.8,1.4,False,1.4626,0.4548,False,0.07313
34.61538461538461,0.5584615384615386,1.8,1.0888888888888888,False,1.8693,0.4536,False,0.09346499999999999
34.61538461538461,0.5641025641025641,1.3555555555555556,1.0888888888888888,False,1.4802,0.4558,False,0.07400999999999999
34.61538461538461,0.5697435897435899,1.5777777777777777,1.3222222222222222,False,1.3838,0.4714,False,0.06919
34.61538461538461,0.5753846153846154,0.8,1.3222222222222222,False,1.5206,0.5225,False,0.07603
34.61538461538461,0.5810256410256411,1.4666666666666668,0.7777777777777777,False,0.7946,0.8971,False,0.03973
34.61538461538461,0.5866666666666667,1.1333333333333333,1.2444444444444445,False,1.1995,0.4762,False,0.059975
34.61538461538461,0.5923076923076923,1.2444444444444445,1.0888888888888888,False,1.15,0.6189,False,0.057499999999999996
34.61538461538461,0.597948717948718,1.5777777777777777,1.3222222222222222,False,1.4498,0.4171,False,0.07249
34.61538461538461,0.6035897435897436,1.4666666666666668,1.0888888888888888,False,1.4748,0.4753,False,0.07374
34.61538461538461,0.6092307692307692,0.9111111111111112,1.2444444444444445,False,1.5876,0.3835,False,0.07937999999999999
34.61538461538461,0.6148717948717949,1.1333333333333333,1.011111111111111,False,1.7467,0.518,False,0.087335
34.61538461538461,0.6205128205128205,1.8,0.9333333333333333,False,0.8534,0.7806,False,0.04267
34.61538461538461,0.6261538461538462,1.6888888888888889,1.011111111111111,False,0.7202,0.9259,False,0.03601
34.61538461538461,0.6317948717948718,1.8,0.8555555555555555,False,1.9467,0.3612,False,0.097335
34.61538461538461,0.6374358974358975,1.0222222222222221,0.7,False,1.5128,0.5433,False,0.07564
34.61538461538461,0.6430769230769231,1.4666666666666668,0.9333333333333333,False,1.1702,0.6436,False,0.05850999999999999
34.61538461538461,0.6487179487179487,1.1333333333333333,1.1666666666666665,False,1.2794,0.6171,False,0.06397
34.61538461538461,0.6543589743589744,1.1333333333333333,0.7,False,1.0627,0.4705,False,0.053135
34.61538461538461,0.66,1.6888888888888889,1.3222222222222222,False,0.8266,0.6822,False,0.04133
35.0,0.44000000000000006,1.4666666666666668,1.011111111111111,False,1.6225,0.5744,False,0.081125
