Foot_X,Foot_Y,Kp,Kd,Start_Amp_Mult,Start_Freq_Mult,Amplitude_Deg,Frequency_Hz,Fell,Distance_Traversed,CoT,Avg_Velocity,Passed
0.0211,-0.0061,32.58,12.25,1.737,1.387,32.14,0.538,True,1.2102,0.2016,0.23434585015633289,False
0.0061,0.0052,30.05,8.22,1.187,0.955,26.7,0.516,False,0.2825,0.9002,0.014126450121269056,False
-0.0465,0.0002,34.84,6.51,1.732,1.063,26.19,0.61,False,0.1725,5.5769,0.00862343212241651,False
-0.0231,-0.0185,27.97,9.59,1.205,1.178,28.07,0.666,True,0.4983,0.8074,0.07207571333598083,False
-0.0153,0.001,29.46,12.96,1.188,1.116,33.03,0.618,False,0.0797,12.4136,0.003985415957825696,False
-0.0448,-0.0007,21.59,7.3,1.232,1.163,35.87,0.634,True,0.4078,1.146,0.060294229878004924,False
-0.0138,-0.0094,35.26,14.88,0.849,1.15,33.8,0.732,True,0.7396,1.0082,0.06334769864280616,False
-0.0325,0.0059,44.7,4.57,1.775,1.353,30.16,0.503,True,0.642,0.7327,0.11706617638497653,False
-0.0354,-0.0037,22.82,4.27,1.546,1.351,20.38,0.745,False,0.0634,2.0308,0.0031691232256016964,False
-0.0513,0.0084,41.63,14.28,1.263,1.363,24.75,0.567,False,0.5094,3.23,0.02546816958841304,False
-0.036,0.0056,32.19,6.82,0.836,1.284,36.56,0.47,False,0.8088,1.6745,0.04044148727425704,False
0.0056,-0.0194,27.88,12.72,0.998,1.085,27.9,0.51,False,0.1121,6.0695,0.005604963424789637,False
-0.0584,0.0005,37.52,4.71,1.249,0.827,21.59,0.795,False,0.1195,5.6554,0.005974253948013243,False
-0.0009,-0.0063,25.28,5.19,0.859,1.36,25.06,0.532,False,0.0721,1.2205,0.003603712140683361,False
-0.0524,-0.0191,26.48,3.48,1.563,0.9,21.21,0.669,False,0.102,2.868,0.005101454745253039,False
0.002,-0.0107,40.22,5.0,1.173,1.222,21.91,0.729,False,0.1264,1.4929,0.0063181853173982965,False
-0.002,0.0081,33.15,4.32,1.132,1.154,30.87,0.738,False,0.1044,3.1596,0.005221393710525414,False
0.0125,-0.0011,40.1,2.97,1.352,1.367,29.04,0.604,False,0.2658,0.8333,0.013290539796577046,False
-0.0123,-0.0082,27.28,9.97,1.335,1.137,23.34,0.672,False,0.1338,2.4261,0.006692449782195623,False
0.0237,-0.0023,31.82,10.85,1.24,0.922,20.75,0.509,False,0.0618,1.8282,0.0030891951633091755,False
-0.0197,-0.0063,41.8,10.49,1.294,0.845,23.57,0.512,False,0.0993,7.4981,0.004966067102502694,False
0.0142,-0.0179,33.9,13.16,1.292,1.147,34.03,0.414,True,0.6751,0.1702,0.41212253330278237,False
-0.0654,-0.015,37.0,14.42,0.908,0.904,39.94,0.539,True,1.1434,0.3609,0.4057367750868593,False
-0.0122,-0.0126,24.68,14.25,1.077,1.212,26.08,0.594,True,0.6411,0.5602,0.08497846017590681,False
-0.0032,-0.011,43.32,12.92,1.305,1.357,22.56,0.477,False,0.0494,11.0014,0.002469419151625239,False
0.0196,-0.004,40.4,12.39,1.688,0.711,38.94,0.693,True,0.462,0.4324,0.17422558249568948,False
-0.0526,-0.0164,22.63,3.86,1.056,1.094,21.61,0.565,False,0.1714,1.5573,0.008568274252950835,False
0.0005,-0.011,22.18,4.05,1.227,0.838,37.96,0.642,False,0.0815,3.0843,0.004075441486413908,False
-0.0291,0.0087,42.06,4.31,1.139,0.722,36.61,0.718,True,1.1903,0.8979,0.20153637105485764,False
-0.0257,0.0051,33.83,7.79,1.047,1.073,29.72,0.703,False,0.1268,6.7719,0.006337660431253686,False
0.0225,-0.0052,26.78,13.83,0.961,1.366,34.55,0.541,True,1.4486,0.1667,0.2830358724729397,False
-0.0603,-0.0088,35.55,9.45,0.964,1.286,34.22,0.699,True,0.363,1.3626,0.08654688139205825,False
-0.0091,-0.0196,27.31,8.39,1.429,0.969,35.82,0.602,True,0.4422,1.4606,0.04394821778161937,False
0.0176,0.0091,41.99,5.66,1.251,0.925,31.29,0.405,True,0.7612,0.3616,0.12442455198168699,False
-0.0232,0.0053,26.63,10.41,1.634,0.719,25.55,0.552,False,0.0942,6.0802,0.004711745182658136,False
0.0098,-0.0146,34.38,9.07,1.486,1.299,23.28,0.682,False,0.4031,2.5297,0.02015421358944636,False
-0.0698,-0.0131,36.51,13.27,1.165,0.979,32.17,0.466,True,0.7517,0.5437,0.17092739657314476,False
-0.0578,0.0092,29.17,11.43,0.834,0.854,25.84,0.767,False,0.4547,3.338,0.022735982480469152,False
-0.0611,-0.0124,44.4,6.54,1.655,1.027,37.67,0.772,True,0.0742,7.0439,0.021159269910894993,False
-0.0297,-0.0139,28.15,3.58,1.079,1.352,22.19,0.604,False,0.0577,2.7291,0.002883305262736672,False
0.0022,-0.0009,41.31,12.03,1.244,1.369,34.69,0.606,False,0.0827,6.4974,0.004132784339122702,False
-0.0396,0.0083,27.35,13.67,1.387,0.725,20.72,0.448,False,0.2037,2.6663,0.010184035399601681,False
-0.013,-0.0198,32.51,3.07,0.987,0.945,38.42,0.459,True,0.2764,2.2362,0.034401363875241196,False
0.0053,-0.0016,37.44,3.05,0.828,1.383,35.7,0.777,False,0.1086,2.9805,0.005428127193697683,False
-0.0668,-0.0173,27.12,6.02,1.627,0.857,39.42,0.636,True,0.696,0.3516,0.7483702696167164,False
-0.0542,-0.0089,22.66,11.77,1.632,0.869,23.03,0.578,False,0.1886,4.4382,0.009428886335816091,False
-0.0099,-0.0115,23.69,12.93,1.728,0.856,22.89,0.696,False,0.0878,5.8328,0.004391185784754979,False
0.0214,0.0026,34.7,10.12,0.927,1.066,36.14,0.428,False,0.1335,3.5145,0.006674826758579092,False
0.0233,-0.0133,44.5,12.14,1.355,1.135,33.28,0.625,True,1.315,0.3229,0.24432863426903517,False
-0.0551,0.0008,20.34,6.36,1.134,0.859,21.04,0.59,False,0.2046,1.5136,0.010227794366688837,False
-0.0547,-0.0053,26.3,13.2,0.993,1.02,33.96,0.485,False,0.1785,10.1615,0.00892413510505268,False
0.0031,-0.0174,25.74,7.54,1.619,1.342,30.21,0.731,True,0.9722,0.3456,0.20493158774983847,False
-0.0474,0.0096,25.3,14.79,1.597,0.874,31.05,0.419,False,0.986,1.3296,0.04930004047536948,False
-0.0548,-0.0045,26.1,3.76,0.911,0.792,30.07,0.584,False,0.137,4.7862,0.006850799760755242,False
-0.0428,0.0024,23.03,3.21,1.644,0.708,29.66,0.704,False,0.0685,5.2,0.0034260523012353814,False
0.0029,0.002,39.86,9.1,1.329,1.32,35.32,0.552,False,0.2452,2.5488,0.012262035603692783,False
-0.0196,-0.0188,22.14,9.14,1.595,1.332,23.89,0.664,False,0.0769,5.1942,0.003843333593234334,False
-0.0271,0.0071,44.86,3.7,1.692,1.003,34.93,0.489,True,0.2256,1.3321,0.17094410135578905,False
-0.0694,-0.0098,44.64,10.44,1.402,1.388,22.43,0.669,True,0.3908,4.0146,0.022352341102053204,False
-0.0538,0.0094,20.19,8.81,1.067,0.986,26.6,0.535,False,0.1724,3.5288,0.00862128104300182,False
0.0114,-0.0069,31.1,12.64,1.091,0.831,29.16,0.591,False,0.7288,1.1364,0.03643876653860201,False
-0.0594,0.0066,33.28,2.85,1.496,0.879,20.34,0.481,False,0.1764,3.0272,0.008819862518887615,False
-0.04,-0.0156,34.19,13.51,0.985,1.21,20.07,0.482,False,0.1206,5.6934,0.0060296163861895576,False
-0.0294,-0.0053,32.45,4.21,1.494,1.072,30.78,0.605,False,0.0927,6.767,0.0046347582875095415,False
0.0141,0.0034,36.13,2.95,1.605,1.102,23.86,0.631,False,0.203,0.6666,0.010149874529394606,False
-0.0499,-0.0029,35.48,8.11,1.379,0.999,28.34,0.458,False,0.9128,1.547,0.0456393689888078,False
-0.0021,0.0069,24.65,6.19,1.562,0.928,26.49,0.691,False,0.088,2.2982,0.004401114572101877,False
-0.0643,0.0044,29.97,2.38,1.026,0.99,34.42,0.684,False,0.0459,25.9474,0.0022967758093813766,False
-0.012,-0.0067,43.3,9.02,1.723,1.296,37.42,0.535,True,1.5355,0.7965,0.09101990934982633,False
-0.0619,-0.0182,41.12,2.59,1.765,1.239,24.82,0.792,True,0.354,1.2254,0.07576225505680076,False
-0.0447,-0.0144,21.67,2.86,1.69,1.329,35.67,0.611,False,0.1529,3.2415,0.007645834595248149,False
-0.0096,-0.005,31.11,2.02,1.159,1.349,28.96,0.742,False,0.0681,2.8308,0.0034054314725161868,False
-0.0145,-0.0062,42.35,2.69,1.55,1.322,38.78,0.524,False,0.3918,3.0416,0.019590127445204383,False
-0.0194,0.0017,42.81,9.68,0.955,1.041,33.53,0.55,False,0.455,2.5477,0.02274751440591877,False
0.0187,-0.0059,39.95,7.84,1.677,1.083,20.21,0.472,False,0.0627,3.3658,0.0031363004702791657,False
-0.0662,-0.0027,29.27,5.24,0.874,1.079,35.52,0.444,False,1.2299,1.3648,0.06149654200721062,False
-0.0236,0.0065,44.81,5.75,1.04,0.987,21.68,0.493,False,0.1836,3.4006,0.009178770339547952,False
-0.0692,0.0081,42.68,13.97,1.585,1.395,35.97,0.731,True,0.3059,1.0577,0.14084077940685105,False
0.0245,0.0089,30.79,5.33,1.146,1.038,39.75,0.474,False,0.0385,9.9919,0.0019265637314389494,False
-0.0572,-0.0047,31.62,11.71,1.579,1.273,34.85,0.646,True,0.3122,2.347,0.05267923794903984,False
-0.0403,-0.0006,34.09,8.9,1.348,0.927,29.19,0.786,False,0.0754,15.3174,0.003771104182987923,False
0.0123,-0.0022,22.46,7.58,1.709,1.224,39.17,0.452,False,0.0533,6.0452,0.002664090389437062,False
0.0028,0.0035,34.22,8.04,0.901,0.935,37.11,0.675,False,0.0464,10.4881,0.002318225511194685,False
0.0018,-0.0095,28.79,8.98,0.834,1.098,35.4,0.582,False,0.0703,7.7697,0.0035125912302173103,False
-0.0003,-0.0039,36.47,4.7,1.68,0.736,25.76,0.754,False,0.0714,3.2901,0.0035720248547432476,False
-0.0621,-0.0169,23.24,9.53,1.7,0.704,23.21,0.633,False,0.1703,4.3798,0.008517417989024185,False
-0.0132,-0.0136,20.15,14.71,1.547,1.007,38.12,0.775,True,0.7583,0.6055,0.1821097565056641,False
-0.0491,-0.0154,40.95,5.95,0.979,0.746,26.03,0.774,True,0.4282,2.8319,0.025765335360857504,False
0.0002,-0.0003,26.97,2.07,1.54,0.941,20.83,0.629,False,0.0936,0.497,0.0046821372145485,False
0.0009,-0.0115,40.27,5.41,1.564,0.863,29.54,0.674,True,1.5154,0.2957,0.25299226874481817,False
0.0133,0.0065,37.38,14.93,1.015,0.946,37.92,0.647,False,0.3184,1.7765,0.01592047990050228,False
-0.0233,0.0075,22.08,6.07,1.757,1.054,23.48,0.766,False,0.0607,4.5232,0.0030326508037081573,False
-0.0375,-0.0061,38.7,13.92,1.153,0.82,20.31,0.765,False,0.1043,9.2525,0.005215043635548992,False
-0.0587,-0.0168,35.42,7.76,1.104,0.787,39.33,0.623,True,1.373,0.2699,0.5313548216422225,False
-0.0441,0.0097,26.35,2.27,1.543,1.028,39.32,0.571,True,0.1642,1.2976,0.1294627739052792,False
-0.0208,-0.0187,30.86,5.36,1.268,1.068,32.12,0.632,True,0.7284,0.6906,0.060964591870013844,False
-0.0016,-0.0083,30.98,12.48,0.914,1.001,33.91,0.792,False,0.1659,3.5864,0.008293743847696987,False
-0.0071,0.009,38.99,14.85,1.042,1.33,39.55,0.576,False,0.1997,5.1761,0.009985190392020631,False
0.0157,-0.0019,44.22,3.32,1.221,1.33,35.42,0.73,False,0.1392,1.784,0.006959064097029329,False
-0.0504,-0.0041,35.78,10.9,1.031,1.259,20.12,0.439,False,0.5705,1.1486,0.02852682673859771,False
-0.0413,0.0054,36.61,5.92,0.946,0.806,38.49,0.529,False,1.0639,1.687,0.05319451315610192,False
0.0004,-0.0172,34.78,13.3,0.872,1.146,36.98,0.753,True,0.8489,0.6498,0.21286363184226695,False
-0.0262,0.0036,41.02,14.82,0.924,1.39,35.34,0.407,False,0.8742,1.899,0.04371020208486893,False
0.0208,0.0082,28.21,9.21,1.407,1.165,20.1,0.659,False,0.1247,1.1771,0.006235729388128319,False
-0.0573,0.0064,41.06,6.09,1.357,0.714,31.96,0.776,True,0.5453,0.4846,0.3500049092995424,False
0.0058,0.0031,44.92,3.11,0.971,1.241,25.04,0.608,False,0.233,0.9134,0.011650929369628013,False
-0.0474,-0.0074,30.51,9.66,0.867,1.111,34.56,0.679,True,0.7534,1.1532,0.08423744475588223,False
0.0236,-0.012,36.33,4.62,1.117,0.973,23.3,0.561,False,1.6561,0.4845,0.08280272686069794,False
-0.0224,-0.0166,41.71,8.4,1.248,0.814,28.31,0.586,False,1.535,0.8183,0.0767513899678489,False
-0.0437,-0.0028,33.32,9.01,1.02,1.386,24.6,0.414,False,0.5527,1.3464,0.027635769759701348,False
-0.0158,-0.0128,31.45,7.65,1.759,0.734,26.06,0.748,False,0.0996,5.1602,0.004979341393909539,False
0.006,0.0018,33.98,7.68,1.316,1.216,26.44,0.554,False,0.2154,1.0917,0.010769445580561067,False
-0.0159,-0.0163,39.39,2.12,1.79,0.804,30.69,0.774,True,0.4514,1.0464,0.0895570262896753,False
-0.0292,-0.0033,34.51,5.39,0.934,0.801,20.95,0.524,False,0.1786,1.9448,0.008927735919691966,False
-0.033,-0.0018,38.86,13.74,1.571,0.981,27.84,0.743,False,1.1358,1.7113,0.05678960338934701,False
-0.0237,-0.0148,24.27,2.1,1.47,0.954,29.85,0.411,False,0.1749,1.4327,0.008746628475463666,False
-0.0184,0.0009,42.51,6.85,1.7,0.817,24.47,0.603,False,0.1324,3.9114,0.0066209196693346175,False
-0.0323,-0.0109,34.9,5.54,1.201,1.28,35.0,0.418,True,0.9542,0.5518,0.12483620507713801,False
-0.026,-0.0195,28.25,9.84,0.877,0.789,22.76,0.57,False,0.0447,11.1515,0.002236154162629285,False
-0.0398,-0.0064,38.45,2.21,1.458,0.963,20.59,0.422,False,0.03,19.6604,0.0015001823251546416,False
0.0103,-0.0026,31.77,2.5,1.761,1.324,38.31,0.708,False,0.0606,3.9578,0.003032342029597446,False
0.012,0.0041,42.62,4.26,1.35,0.809,32.01,0.752,False,0.2533,1.293,0.012667180295146666,False
-0.0209,-0.0005,20.9,8.69,1.113,0.951,24.05,0.425,False,0.0314,7.6084,0.001569896798511137,False
0.0091,0.0074,23.58,3.43,0.815,1.242,38.0,0.421,False,0.0774,3.0542,0.0038723231062031825,False
0.0203,-0.0162,28.99,6.29,1.778,1.069,38.28,0.762,True,1.9576,0.4927,0.2671410264690872,False
-0.0645,0.0079,31.32,9.3,1.02,0.764,33.66,0.648,False,3.0281,0.6516,0.15140544012213114,True
-0.0011,0.0005,28.31,9.9,1.48,0.909,27.42,0.672,False,0.0807,4.5942,0.004036336134868721,False
0.0101,-0.0136,38.51,13.71,1.369,1.322,39.49,0.413,True,1.0809,0.5942,0.09478390932027636,False
-0.0319,0.0014,32.48,3.36,1.1,0.939,22.5,0.537,False,0.0534,5.345,0.00266815427612923,False
-0.0431,0.0012,37.68,2.99,1.074,0.809,37.82,0.664,True,0.2758,0.7033,0.21244566155531724,False
-0.0093,-0.0087,21.88,13.79,1.341,1.365,27.17,0.681,True,1.4489,0.623,0.08726060241451367,False
-0.0351,0.0019,42.79,9.87,0.943,0.827,37.74,0.462,True,0.4124,2.2342,0.03716158521292115,False
0.0217,-0.018,30.44,4.96,1.735,1.392,29.6,0.72,True,0.7657,0.4566,0.06420272172371659,False
-0.0649,-0.0187,27.65,8.21,1.486,1.203,29.38,0.434,False,0.847,1.3288,0.04234934160311134,False
0.0081,-0.0124,30.69,7.61,1.154,1.04,22.71,0.714,False,0.1129,1.8386,0.005643833617400604,False
0.0105,0.0049,38.64,10.61,1.422,1.032,22.82,0.611,False,0.2066,1.429,0.010331572111203335,False
-0.0529,-0.0135,33.02,10.36,1.265,0.914,28.76,0.76,False,1.8689,1.2618,0.09344479616078936,False
-0.0033,0.0057,23.32,14.18,1.782,1.097,38.46,0.667,False,0.1914,4.0738,0.009571115453014756,False
0.0199,-0.0186,29.95,8.84,1.203,1.042,33.79,0.451,True,0.8205,0.6159,0.06300962014482196,False
-0.0659,-0.0049,32.37,14.91,1.315,1.245,32.5,0.786,True,0.3764,1.5792,0.07890019506159986,False
-0.0634,0.0045,36.25,2.46,1.26,0.794,36.71,0.551,True,0.0862,2.7071,0.061978824006899684,False
-0.0597,-0.0035,35.23,7.87,1.286,1.126,35.27,0.483,True,0.2006,1.6324,0.059094807856347076,False
0.0076,0.0086,38.55,10.06,1.704,1.074,24.3,0.485,False,0.2001,2.0446,0.010002698064732345,False
-0.0179,0.0001,42.15,7.0,1.533,1.309,32.48,0.651,False,0.1556,5.8374,0.007781820322061748,False
-0.019,-0.007,20.39,4.85,1.195,0.762,24.1,0.496,False,0.0713,1.3494,0.0035654100171048178,False
-0.0443,0.0056,39.66,9.6,1.008,1.14,21.25,0.449,False,0.2624,2.6363,0.01312228867699704,False
0.0044,0.0051,39.24,12.55,1.446,0.97,23.4,0.74,False,0.3127,1.4499,0.015633176480383343,False
-0.0245,-0.0087,36.92,7.71,1.342,1.023,36.78,0.616,True,0.9817,0.64,0.11080319337877471,False
-0.0599,-0.0192,44.32,7.15,1.717,1.123,24.27,0.421,True,0.4668,0.7033,0.12534062273572427,False
-0.0382,0.0038,25.36,11.62,1.389,0.933,27.55,0.423,False,0.2919,2.559,0.014596489935287369,False
-0.0632,-0.0175,33.6,12.58,1.161,0.855,37.63,0.757,True,0.3268,0.6363,0.3521308295189167,False
-0.0333,-0.007,26.59,7.43,1.614,1.144,31.75,0.564,False,0.2787,2.8879,0.013936661329195268,False
0.0197,-0.0156,37.04,11.07,1.03,0.759,21.8,0.456,False,0.3331,1.0093,0.01665425380428651,False
-0.0433,-0.004,30.45,2.48,1.399,0.702,24.65,0.636,False,0.1078,4.1141,0.0053880008872638245,False
-0.059,-0.0082,24.94,8.92,1.523,1.034,37.36,0.427,False,1.4155,1.0337,0.07077559137624743,False
-0.0191,-0.0153,20.09,10.33,1.116,0.836,32.35,0.505,False,0.1776,3.9429,0.008882385478787015,False
-0.0168,-0.0055,42.88,8.49,0.93,1.141,27.98,0.54,False,0.2375,3.7056,0.01187570255949287,False
-0.0003,-0.0032,20.96,11.55,1.045,0.779,29.09,0.779,False,0.0808,5.5758,0.0040386144044508914,False
-0.0076,0.0047,26.84,13.43,0.904,1.272,38.53,0.534,False,0.1255,6.6449,0.006272892534273054,False
-0.0365,0.0026,35.5,12.98,1.259,0.868,31.09,0.504,True,0.4554,1.874,0.03837447957232568,False
-0.0299,-0.0075,27.53,2.57,1.038,1.113,34.75,0.441,False,0.2144,2.5344,0.010719654709282439,False
-0.0171,-0.0198,40.52,12.28,1.003,1.055,26.75,0.785,True,0.985,0.3883,0.2542482101643478,False
-0.0492,-0.013,44.67,4.01,0.821,1.183,27.26,0.689,False,1.5976,1.3802,0.07988027639063948,False
-0.0216,0.0069,30.28,14.58,1.525,1.169,34.15,0.652,False,0.1887,6.4371,0.009435458144240624,False
0.0205,-0.0122,25.95,11.52,1.783,0.915,37.86,0.404,False,0.7334,0.987,0.03667135868786163,False
0.0194,-0.0036,21.75,11.29,1.462,0.806,30.57,0.431,False,0.1453,1.7052,0.007263313981726757,False
-0.046,-0.0145,44.47,13.99,1.298,1.205,25.85,0.433,True,2.184,0.7211,0.11440445811378314,False
-0.0516,-0.0129,25.79,11.82,1.704,1.25,21.55,0.765,False,0.0812,10.646,0.004058910302424162,False
-0.0255,0.0016,26.7,11.65,1.77,0.775,29.99,0.523,False,0.1181,8.1797,0.005907440163330275,False
-0.0222,-0.0137,30.07,14.97,1.537,1.131,36.28,0.494,True,0.7695,0.4773,0.16098972039604437,False
-0.0674,-0.0066,28.68,4.4,1.157,1.193,36.68,0.555,False,0.3472,4.7164,0.017361622708980007,False
-0.0371,-0.0076,43.2,5.22,1.478,0.918,30.73,0.557,False,0.38,4.195,0.019000622080462663,False
-0.0583,-0.0029,38.82,4.74,0.874,1.016,26.57,0.678,False,0.1412,8.7028,0.007057521589556632,False
-0.0266,0.0078,25.9,5.88,1.402,1.326,34.04,0.573,False,0.0583,11.9668,0.002912564995312191,False
-0.0426,-0.0032,31.6,11.75,1.216,1.008,33.19,0.654,True,0.5832,1.6359,0.05479458761289316,False
-0.0005,-0.0056,24.0,7.19,1.136,0.85,37.55,0.539,False,0.0976,4.4386,0.004878310422748545,False
-0.0533,-0.0176,36.81,4.15,1.129,1.384,24.97,0.66,False,0.1665,5.8956,0.008325624580125106,False
-0.0579,-0.006,27.8,14.67,0.999,1.348,32.99,0.515,False,0.3599,6.0472,0.01799419797471756,False
-0.0623,0.0039,21.92,13.57,1.183,1.343,32.36,0.568,False,0.1565,12.9694,0.007825128287905481,False
-0.0268,-0.0002,29.53,12.48,0.848,1.248,32.68,0.712,False,0.1071,11.3211,0.005354720507375695,False
0.022,0.0031,36.43,11.85,1.754,1.187,37.7,0.567,False,0.374,1.1119,0.018700601823996382,False
0.0089,-0.0199,31.54,8.34,0.976,1.164,34.83,0.525,True,0.684,0.2753,0.19541870514244178,False
-0.0063,-0.0171,28.01,14.13,1.023,1.053,28.37,0.444,False,0.2326,3.5054,0.011628539226588243,False
-0.0256,-0.0149,42.75,10.98,1.521,1.262,26.67,0.563,True,1.3757,0.9695,0.07354916691216669,False
-0.0114,-0.0119,25.68,3.25,1.465,0.715,24.19,0.438,False,0.0927,1.5028,0.004635874165119916,False
-0.0084,-0.0196,24.33,6.4,1.593,1.131,26.42,0.401,False,0.0986,2.7876,0.004930100271980058,False
-0.0073,-0.0031,44.0,3.54,0.862,0.893,31.96,0.487,False,0.0393,20.8603,0.001964424530496002,False
-0.058,-0.0169,28.07,8.17,0.88,0.88,25.91,0.643,False,0.0691,13.2924,0.0034561262866558795,False
-0.0322,-0.0194,40.33,2.05,1.453,1.19,32.53,0.544,True,0.2387,0.8279,0.20056382405551318,False
0.0248,-0.006,27.59,10.57,1.661,0.753,28.64,0.495,True,0.5744,0.5974,0.036847269998277775,False
-0.0384,-0.0048,25.06,8.82,1.034,0.83,23.47,0.661,False,0.288,1.7807,0.014401466721403283,False
-0.0566,-0.0104,20.02,10.54,1.652,1.394,34.89,0.559,False,0.2166,7.8228,0.01082774981113967,False
0.005,-0.0191,32.08,13.36,1.609,0.833,20.66,0.709,True,0.664,0.5493,0.09128065324277186,False
-0.0108,-0.0128,28.48,9.25,1.527,1.244,31.62,0.417,False,0.1272,4.9524,0.006362205702196779,False
-0.0415,-0.017,39.58,8.37,0.907,0.821,24.32,0.493,False,0.4025,2.5292,0.020124306321625405,False
-0.0058,-0.0068,37.2,5.07,1.212,0.825,30.9,0.478,False,0.1452,3.6997,0.007258274628476923,False
-0.0054,-0.0073,36.17,2.9,1.714,1.217,23.74,0.545,False,0.0662,2.3595,0.0033091319948068388,False
-0.0303,0.0071,42.4,14.01,0.991,1.021,36.21,0.598,True,0.5757,2.8625,0.028882396701524968,False
-0.0687,0.0043,41.51,12.63,0.937,0.819,29.78,0.452,False,1.3732,1.4713,0.06866064071936438,False
-0.0104,0.0007,30.59,7.63,0.973,0.844,25.93,0.417,False,0.2038,1.7127,0.010187673098981278,False
-0.0278,-0.0091,27.21,14.46,1.089,1.058,27.4,0.483,False,0.0681,13.1731,0.0034060829092103662,False
-0.0103,0.0068,43.02,12.42,1.451,1.115,39.8,0.614,False,0.0588,17.8868,0.0029379257843250225,False
-0.0137,-0.0044,40.09,9.7,1.436,0.96,32.44,0.773,False,0.0409,17.4055,0.0020446029235015187,False
-0.067,-0.014,35.99,5.58,1.309,1.258,36.2,0.712,True,0.342,0.8788,0.3940187716965075,False
-0.0175,-0.0024,37.61,2.67,0.916,0.898,21.69,0.738,False,0.1114,1.8763,0.0055698733638970405,False
-0.0367,-0.0197,31.45,4.76,1.686,0.791,33.72,0.705,True,0.726,0.3068,0.46540269766687253,False
-0.0476,-0.0026,40.96,9.31,0.887,0.961,30.98,0.682,True,0.2727,6.1371,0.015610149688229123,False
0.0152,-0.0118,41.68,4.79,1.646,1.093,35.22,0.426,True,0.7813,0.5688,0.09288060198247708,False
-0.018,0.0094,28.41,10.18,1.025,0.861,27.49,0.446,False,0.2156,2.5294,0.010781832029279511,False
-0.0278,-0.0144,39.08,9.56,1.018,1.169,28.9,0.788,True,0.5923,0.4668,0.18303928294217992,False
-0.0639,-0.0018,36.71,3.65,1.506,1.379,31.38,0.546,True,0.1351,14.1159,0.007625543851213722,False
-0.0346,-0.0052,30.22,9.5,1.514,1.155,23.82,0.405,False,0.2408,1.8431,0.012040789262886998,False
-0.0337,0.0025,33.75,3.14,1.613,0.93,21.48,0.655,False,0.1381,2.5166,0.0069055755304850575,False
-0.0689,-0.0096,31.66,12.0,1.654,0.701,32.32,0.634,True,0.7105,1.2349,0.0902842226506472,False
0.0041,0.0003,37.93,6.16,0.807,0.753,29.32,0.702,False,0.2339,1.3311,0.011697209522366386,False
-0.0288,0.0011,20.47,3.89,1.49,0.896,36.03,0.69,False,0.1788,2.1386,0.008938144702530269,False
-0.0069,-0.0015,32.78,2.75,1.498,1.014,39.06,0.522,False,0.0839,6.869,0.004196804888662082,False
-0.0487,0.0072,29.37,5.11,1.081,0.73,28.75,0.448,False,0.2404,3.2941,0.012020857839140987,False
-0.0317,-0.0021,31.27,6.77,1.534,1.376,27.12,0.596,False,0.2771,2.3904,0.013855880008958177,False
-0.0064,0.0079,21.08,14.15,1.243,1.089,33.25,0.476,False,0.2551,3.0652,0.012755386156923608,False
0.0073,-0.0077,24.24,11.18,0.941,0.787,27.09,0.711,False,0.0925,3.2643,0.004626089710709659,False
-0.011,-0.0158,31.01,2.52,0.946,1.11,24.14,0.403,False,0.1324,1.8733,0.006618466791644233,False
-0.0027,-0.0073,21.15,9.34,1.096,1.276,32.76,0.587,False,0.1945,1.9743,0.009726930810848395,False
-0.0463,0.0027,23.29,6.44,1.384,0.882,30.38,0.734,False,0.1615,4.4308,0.00807265326235167,False
-0.064,0.0083,41.24,5.32,1.037,0.849,28.01,0.628,False,0.2486,7.3473,0.012427915440245078,False
-0.0276,-0.0086,43.79,6.67,1.053,1.035,38.75,0.723,False,0.3371,3.9075,0.01685334446962911,False
-0.0665,-0.0092,32.82,13.86,1.27,1.281,31.2,0.585,False,0.6512,3.992,0.03255902359637206,False
-0.0115,-0.0102,21.53,3.18,1.53,1.179,39.38,0.749,False,0.1439,1.9125,0.007192970016968474,False
-0.0127,-0.0079,41.8,9.09,1.449,1.229,25.33,0.464,False,0.1499,3.5198,0.007493553333907886,False
-0.0413,-0.0024,37.16,8.62,1.553,0.704,21.35,0.447,False,0.3062,2.2631,0.015308282972620418,False
-0.0535,-0.0111,24.08,3.63,1.574,1.077,37.48,0.536,True,0.6665,0.3336,0.3478499774328133,False
-0.0434,-0.0035,31.88,13.69,1.721,1.133,22.23,0.71,False,0.9942,1.1992,0.04971241166709879,False
-0.0242,0.0098,24.38,11.4,1.513,1.063,29.25,0.497,False,0.3158,2.3156,0.015791425559747507,False
-0.0359,0.0093,40.79,8.27,0.865,1.173,29.22,0.62,False,0.315,4.2311,0.015749900355231026,False
0.0085,-0.0148,21.78,13.14,1.288,1.318,25.4,0.593,False,0.1874,2.0464,0.009371956609343868,False
0.0036,-0.0015,27.7,8.88,1.057,0.839,39.48,0.729,False,0.3267,1.781,0.016337375567255064,False
-0.0148,0.0091,35.09,13.13,1.27,1.374,34.63,0.685,False,0.0773,12.7037,0.003864910382174055,False
0.015,-0.0067,23.11,13.54,0.894,1.107,39.65,0.406,True,0.9474,0.3891,0.11386533948826917,False
-0.0646,0.0055,30.12,3.78,1.454,1.199,33.57,0.527,False,0.6292,2.6023,0.031462083352769815,False
